OBJECTID,CartID,MSAG_Name,FromStreet,ToStreet,Jurisdiction,District,LengthFeet,InstallDate,ProjectName,VendorProjectName,PCI,Comments,ROW_Type,Surface_Type,PavementWidth,SpeedLimit,OneWay,Owner,ROAD_CLASSIFICATION,RoadFunction,MaintenanceResponsibility,Status,SweepingSchedule,Stage,Historical_ID,GoogleMapView,created_date,last_edited_date,GlobalID,Shape_Length
77149,502667,N MESQUITE ST,CENTER ST,PASO HONDO,San Antonio,2,476.0241642,1980-01-01,Unknown,,49.32,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,502667,http://www.google.com/maps/place/29.42181261N 098.47475069W,2022-11-29 21:52:29,2024-06-20 18:05:19,{312B7A4B-55DC-4881-9002-2A1BF0D41BBE},476.0241642
77383,509560,BELGIUM,AT AND T CENTER PKWY,WILLOWWOOD BLVD,San Antonio,2,1092.98973,1980-01-01,Unknown,,83.91,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,36,30,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,509560,http://www.google.com/maps/place/29.43941672N 098.43393898W,2022-11-29 21:19:04,2024-06-20 18:04:09,{D65215C3-9359-49B8-9653-762417DC8281},1092.98973
77503,415978,REDWING DR,OAKLAND RD,Dead End,San Antonio,8,290.4702327,2022-06-08,Medical Center Residential Replat and Sub Plat 20-11800279,,96.96,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,415978,http://www.google.com/maps/place/29.52249828N 098.59192996W,2022-11-29 23:13:08,2024-06-20 18:06:06,{DAA392FD-9E9D-4D36-84A8-29BA51DDC3D6},290.4702326
78310,304093,CENTER GATE DR,GATECREST ST,LOCKWAY,San Antonio,10,627.9604092,1980-01-01,Unknown,,25.42,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,304093,http://www.google.com/maps/place/29.52060095N 098.40755737W,2022-11-29 21:19:04,2024-06-23 8:24:44,{31661F6A-5495-4FFD-B03E-3D59D6BD3FF7},627.9604092
78379,313254,CORNERWAY BLVD,CORNER RDG,CENTERPIECE DR,San Antonio,2,1086.087021,1980-01-01,Unknown,,95.82,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,44,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule1,Existing,313254,http://www.google.com/maps/place/29.44635476N 098.39362871W,2022-11-29 20:03:51,2024-06-23 7:18:54,{98D34AE6-04CF-445C-8B97-DF0AC2F02B7A},1086.087021
78444,520589,CENTER SPG,KYLE SEALE PKWY,RICE CREST,San Antonio,8,240.9143434,1980-01-01,Unknown,,76.58,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,520589,http://www.google.com/maps/place/29.55868486N 098.64375799W,2022-11-29 21:28:30,2024-06-23 8:32:19,{C9551A25-BBE6-4C9B-AE10-DE2E3195EFA5},240.9143434
78563,502744,N MONUMENTAL,CENTER ST,POTOMAC ST,San Antonio,2,320.5024528,1980-01-01,Unknown,,46.42,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,26,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,502744,http://www.google.com/maps/place/29.42252814N 098.46808945W,2022-11-29 22:02:14,2024-06-23 8:59:44,{A3D413FF-AA3E-4FB2-8BEE-EFE66FE12BB5},320.5024527
79484,502655,N CHERRY,E COMMERCE ST,CENTER ST,San Antonio,2,477.751664,1980-01-01,Unknown,,65,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,44,0,No,San Antonio,1,Collector,COSA - Public Works Dept,TBD,Nightly,Existing,502655,http://www.google.com/maps/place/29.42180630N 098.47620748W,2022-11-29 19:49:38,2024-06-24 7:08:31,{DC83ED11-1C44-45CE-B28E-B619543DD0C2},477.751664
79526,505417,N WALTERS ST,GIBBS ST,CENTER ST,San Antonio,2,163.069565,1980-01-01,Unknown,,80.88,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,35,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,505417,http://www.google.com/maps/place/29.42197944N 098.45228192W,2022-11-29 21:47:41,2024-06-20 18:05:10,{17817DDF-C7FB-4CAE-ACF0-D055B6B3AC7F},163.069565
79556,312919,TWILIGHT TERRACE,CENTERWAY,EARLYWAY,San Antonio,2,742.0003249,1980-01-01,Unknown,,46.37,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,26,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,312919,http://www.google.com/maps/place/29.53183784N 098.38505758W,2022-11-29 22:02:14,2024-06-20 18:05:36,{93872825-D2EF-4FF5-80A6-1BE433285A6D},742.0003249
80257,319092,TERRA LOOP RD,TERRA SUMMIT RD,CENTER POINT RD,San Antonio,10,516.0827367,1980-01-01,Unknown,,98.56,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,319092,http://www.google.com/maps/place/29.54307108N 098.40838080W,2022-11-29 22:02:14,2024-06-23 8:56:28,{8D9DC8D6-B686-4339-A54E-B8CFA62D31E0},516.0827367
80278,504315,BOXELDER,LINDA LOU DR,E SOUTHCROSS BLVD,San Antonio,3,879.2565483,1980-01-01,Unknown,,72.82,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,30,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,504315,http://www.google.com/maps/place/29.37670385N 098.47404031W,2022-11-29 21:05:04,2024-06-20 18:03:48,{5904D58D-F9C1-4F91-BBA6-37BD111573BD},879.2565483
80382,520588,CENTER SPG,RICE CREST,FLEMING SURF,San Antonio,8,888.7002178,1980-01-01,Unknown,,63.39,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,520588,http://www.google.com/maps/place/29.55846456N 098.64200303W,2022-11-29 19:54:18,2024-06-23 7:12:35,{1202334B-5062-4B95-9744-79F2C7AB7B09},888.7002177
80472,8481114,STILL PASS,MANERO PASS,ELDER BEND,San Antonio,3,670.526694,2021-04-15,Mission Del Lago Unit 14A (T.I.F.) Plat #20-11800017,,91.87,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,30,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,8481114,http://www.google.com/maps/place/29.29464041N 098.48144789W,2022-11-30 2:01:48,2024-06-20 18:06:52,{054EEBE6-7AFB-4562-A6D3-E300B67580F3},670.526694
80777,505293,CENTER ST,N GEVERS ST,N MITTMAN ST,San Antonio,2,699.5160429,1980-01-01,Unknown,,62.44,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,505293,http://www.google.com/maps/place/29.42219585N 098.45566800W,2022-11-29 19:18:21,2024-06-24 6:35:53,{71ECEB54-1464-4413-BDC5-51BBD95EB01C},699.5160429
80969,504274,MEBANE,DEVOTO AVE,BOXELDER,San Antonio,3,532.2614273,1980-01-01,Unknown,,91.03,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,504274,http://www.google.com/maps/place/29.37923228N 098.47471619W,2022-11-29 21:37:58,2024-06-20 18:04:51,{EDE64F43-61FE-4E57-B45A-AF19C8480DDF},532.2614273
80983,318852,INDUSTRY PARK DR,GOLDFIELD,SPACE CENTER DR,San Antonio,2,540.6536618,1980-01-01,Unknown,,99.61,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,38,0,No,San Antonio,1,Collector,COSA - Public Works Dept,TBD,Schedule1,Existing,318852,http://www.google.com/maps/place/29.47910107N 098.40346113W,2022-11-29 21:19:04,2024-06-23 8:22:19,{71933C63-4D84-4AE2-B415-20DE42B628BF},540.6536618
81208,414419,FLURRYWOOD,ELDERWOOD,CUL-DE-SAC,San Antonio,6,154.3630489,1980-01-01,Unknown,,82.99,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,414419,http://www.google.com/maps/place/29.51486568N 098.66546801W,2022-11-29 21:47:41,2024-06-23 8:47:02,{47A7C314-FF18-4080-B33C-5549B63DC1D7},154.3630488
81290,508684,WAYCROSS LN,CRESWELL DR,SE LOOP 410 ACCESS RD,San Antonio,2,510.7606309,1980-01-01,NCB 12883 BLK LOT N 54 FT OF 26,,91.07,Field Calculated Length per Otto 5/3/23-Street Centerline inside COSA Parcel,Street,AC Asphalt Concrete,28,30,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,508684,http://www.google.com/maps/place/29.42039478N 098.39062630W,2022-11-29 19:54:18,2024-06-24 7:10:33,{B577C424-E8A0-4665-A711-98FCA24E5B7E},510.7606309
82680,505392,N GEVERS ST,CENTER ST,CENTER ST,San Antonio,2,136.7521112,1980-01-01,Unknown,,79.21,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,32,0,No,San Antonio,1,Collector,COSA - Public Works Dept,IMP Complete,Schedule2,Existing,505392,http://www.google.com/maps/place/29.42238184N 098.45676691W,2022-11-29 22:02:14,2024-06-20 18:05:40,{4F36DCEE-95F7-4C08-8761-F1C38322855C},136.7521112
82897,521250,KYLE SEALE PKWY,CENTER SPG,Champions Gate,San Antonio,7_8,549.7022015,1980-01-01,Unknown,,87.94,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,521250,http://www.google.com/maps/place/29.55942994N 098.64407336W,2022-11-29 18:44:03,2024-06-24 15:58:19,{6111337E-9EE3-4775-9F90-05FDD45F7A39},549.7022015
83118,505319,CENTER ST,N PALMETTO,ST JAMES,San Antonio,2,420.7665255,1980-01-01,Unknown,,98.6,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,505319,http://www.google.com/maps/place/29.42209499N 098.46473666W,2022-11-29 19:58:50,2024-06-23 7:15:25,{BA35E8D2-301B-43D7-953A-E98CA1EB1818},420.7665255
83249,505181,CENTER ST,N MONUMENTAL,N PALMETTO,San Antonio,2,857.2533271,1980-01-01,Unknown,,98.6,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,18,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,505181,http://www.google.com/maps/place/29.42207723N 098.46674373W,2022-11-29 21:14:26,2024-06-23 8:19:36,{944E41C1-7CF4-4155-91FC-1C2532121F72},857.2533271
83548,416735,WOODCOCK,S PIEDRAS DR,CENTERVIEW,San Antonio,7,1628.10074,1980-01-01,Unknown,,72.2,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,38,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,416735,http://www.google.com/maps/place/29.48602913N 098.56939875W,2022-11-29 20:41:39,2024-06-20 18:02:54,{FF9088A3-23DB-4ADE-A305-5FE9B24E0710},1628.10074
83611,8482254,OAKLAND RD,REDWING DR,FLOYD CURL,San Antonio,4,227.7738244,2022-06-08,Medical Center Residential Replat and Sub Plat 20-11800279,,96.96,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,72,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,8482254,http://www.google.com/maps/place/29.52295350N 098.59156649W,2022-11-30 2:06:59,2024-06-20 18:06:54,{D7242912-39EF-4580-B839-B44018B27CE0},227.7738244
84244,512328,SOUTHTON RD,SOUTHTON RD,CENTER RD,San Antonio,3,416.4916352,1980-01-01,Unknown,,61.11,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,0,No,San Antonio,1,Local,COSA - Public Works Dept,Annex,Schedule1,Existing,512328,http://www.google.com/maps/place/29.30218721N 098.43124301W,2022-11-29 23:02:48,2024-06-23 9:07:15,{1BCE3CAD-93FF-4B9C-8E83-1FC30F7EFD54},416.4916352
84639,415952,WURZBACH RD,MEDICAL DR,CHET TODD PKWY,San Antonio,8,643.1030034,1980-01-01,Unknown,,68.27,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,40,No,San Antonio,1,Principal,COSA - Public Works Dept,TBD,Schedule2,Existing,415952,http://www.google.com/maps/place/29.51118328N 098.58000208W,2022-11-29 19:22:45,2024-06-24 6:39:01,{F57CDB51-C685-410B-B4C2-192A1BF07A31},643.1030034
84662,416728,CENTERVIEW,W PIEDRAS DR,CALLAGHAN RD,San Antonio,7,778.6644675,1980-01-01,Unknown,,90.23,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,56,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,416728,http://www.google.com/maps/place/29.48801685N 098.57414030W,2022-11-29 21:19:04,2024-06-20 18:04:10,{FBF80C16-E29B-4997-B2B6-DD565B9F740E},778.6644675
84707,422053,RED MULBERRY WOODS,CENTER OAK WOODS,SHAVANO WOODS,San Antonio,8,282.1099691,1980-01-01,Unknown,,84.29,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,422053,http://www.google.com/maps/place/29.57537399N 098.57139844W,2022-11-29 21:05:04,2024-06-23 8:11:46,{7DACD32F-610C-47AA-872D-EB9DD23FC4CC},282.1099691
85629,416538,ROWLEY RD,MEDICAL DR,TOMAS CIR,San Antonio,7,476.8845548,1980-01-01,Unknown,,68.71,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,38,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,416538,http://www.google.com/maps/place/29.50575285N 098.59292225W,2022-11-29 19:31:38,2024-06-24 6:47:22,{CE296A04-119E-4BF3-9328-E0E2587E19FF},476.8845547
85781,313134,RAILWAY,WOODLAKE CENTER,SEVEN STATES,San Antonio,2,870.5934678,1980-01-01,Unknown,,27.52,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,313134,http://www.google.com/maps/place/29.48597237N 098.36033692W,2022-11-29 21:42:48,2024-06-23 8:44:14,{268DD7D2-2711-4901-85F4-5D305629329C},870.5934678
86858,313251,CENTERPIECE DR,NE LOOP 410 ACCESS RD,CORNERWAY BLVD,San Antonio,2,622.7416995,1980-01-01,Unknown,,80.03,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,44,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,313251,http://www.google.com/maps/place/29.44677471N 098.39552062W,2022-11-29 21:37:58,2024-06-23 8:39:15,{72FBAA8E-374A-487A-BA99-49BE35AE9A6B},622.7416995
86902,413855,BOX ELDER HILL,CUL-DE-SAC,SANDBROOK HILL,San Antonio,7,149.8186193,2000-01-01,Unknown,,72.04,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28.5,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,TBD,Existing,413855,Not Available,2022-11-29 23:28:41,2024-06-23 9:08:31,{0F71F384-C61B-4C8E-9B62-DED4D1886B29},149.8186193
87127,422023,INDIAN WOODS,WINDING WOOD,CENTER OAK WOODS,San Antonio,8,212.3793911,1980-01-01,Unknown,,98.62,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,42,30,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,422023,http://www.google.com/maps/place/29.57536501N 098.56868176W,2022-11-29 19:31:38,2024-06-24 16:37:58,{D747EC81-2314-4256-86C0-D788389115D7},212.3793911
87627,422108,CENTER OAK WOODS,INDIAN WOODS,RED MULBERRY WOODS,San Antonio,8,838.5598709,1980-01-01,Unknown,,78.6,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,422108,http://www.google.com/maps/place/29.57541024N 098.57008176W,2022-11-29 22:02:14,2024-06-23 9:00:16,{D052DD46-248E-4469-8936-A2B91CFAC68B},838.5598709
88441,845457,FLOYD CURL,LOUIS PASTEUR,MEDICAL DR,San Antonio,8,1355.617824,1980-01-01,Unknown,,91.91,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,62,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,845457,http://www.google.com/maps/place/29.50732489N 098.57359073W,2022-11-30 1:11:13,2024-06-23 9:17:27,{D37C8522-4861-41F4-ACEA-B748389A03F5},1355.617824
88544,823309,E HOUSTON ST,AT AND T CENTER PKWY,BRIDGE,San Antonio,2,735.9555893,1980-01-01,Unknown,,99.88,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,60,40,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,823309,http://www.google.com/maps/place/29.42479696N 098.43379248W,2022-11-29 19:58:50,2024-06-23 7:16:25,{DD6711FB-CF14-4E14-92CF-54BE063B1420},735.9555893
88737,505320,CENTER ST,ST JAMES,ST GEORGE,San Antonio,2,482.5342796,1980-01-01,Unknown,,98.6,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,22,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,505320,http://www.google.com/maps/place/29.42210236N 098.46331788W,2022-11-29 20:13:17,2024-06-23 7:29:14,{CC9D7E13-60B5-41EF-9DFC-71B4AC7906C1},482.5342796
88895,8481942,RITTIMAN RD,ROLLING GLEN,WOODLAKE CENTER,San Antonio,2,281.1830907,2005-04-20,Unknown,,42.44,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,60,45,No,San Antonio,1,Minor,COSA - Public Works Dept,New,Schedule2,Existing,8481942,http://www.google.com/maps/place/29.48131306N 098.36430809W,2022-11-30 2:06:59,2024-06-23 9:33:47,{B90C4A6F-A012-454C-B7D6-8606AFB3676E},281.1830907
89095,846093,WURZBACH RD,MERTON MINTER,MEDICAL DR,San Antonio,8,730.7393409,1980-01-01,Unknown,,85.65,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,54,0,No,San Antonio,1,Principal,COSA - Public Works Dept,New,Schedule2,Existing,846093,http://www.google.com/maps/place/29.50937124N 098.58053105W,2022-11-30 1:11:13,2024-06-20 18:06:22,{31B5ECDD-2066-4CBB-942C-53EE21C4322C},730.7393409
89408,416543,LAMB RD,MEDICAL DR,RUSTIC PARK,San Antonio,7,968.0131543,1980-01-01,Unknown,,52.05,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,30,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,416543,http://www.google.com/maps/place/29.50763332N 098.59288122W,2022-11-29 21:00:16,2024-06-20 18:03:38,{A968CA23-7245-4B89-96F5-6EDC1F4446F9},968.0131543
89913,416537,MEDICAL DR,ROWLEY RD,LAMB RD,San Antonio,7,452.3361741,1980-01-01,Unknown,,40.07,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,44,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,416537,http://www.google.com/maps/place/29.50635302N 098.59332508W,2022-11-29 19:31:38,2024-06-24 16:34:41,{2AB1610F-DF7A-4BB0-8FB4-BEE84B918114},452.3361741
90068,510208,TOWER OF THE AMERICAS WAY,E MARKET ST,IH 37 S ACCESS RD,San Antonio,1,693.5498906,2014-12-15,Unknown,,79.64,HB Gonzalez Convention Center Sub Plat #13-0609,Street,AC Asphalt Concrete,48,0,No,San Antonio,1,Collector,COSA - Public Works Dept,Active,Nightly,Existing,510208,http://www.google.com/maps/place/29.42049408N 098.48086704W,2022-11-29 20:37:04,2024-06-23 7:48:41,{4DDF0912-118B-4899-98C5-6C140D75103B},693.5498906
90300,8481112,OVERTON WAY,FLOYD WAY,ELDER BEND,San Antonio,3,223.1427151,2021-04-15,Mission Del Lago Unit 14A (T.I.F.) Plat #20-11800017,,82.25,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,30,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,8481112,http://www.google.com/maps/place/29.29502885N 098.48263555W,2022-11-30 2:01:48,2024-06-20 18:06:52,{EC92340B-022A-4E9D-A8D7-5CCC8E7B1AE6},223.142715
90334,8478991,TOWER OF THE AMERICAS WAY,MONTANA ST,IH 37 S ACCESS RD,San Antonio,1,570.5088389,2014-12-15,Unknown,,82.97,HB Gonzalez Convention Center Sub Plat #13-0609,Street,AC Asphalt Concrete,28.5,0,No,San Antonio,1,Minor,COSA - Public Works Dept,Active,Nightly,Existing,8478991,http://www.google.com/maps/place/29.41827030N 098.48106426W,2022-11-30 1:50:35,2024-06-20 18:06:50,{0A64176F-603C-49A4-88C2-EACC333BB30B},570.5088389
91132,505391,N GEVERS ST,GIBBS ST,CENTER ST,San Antonio,2,172.250165,1980-01-01,Unknown,,78.29,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,32,0,No,San Antonio,1,Collector,COSA - Public Works Dept,IMP Complete,Schedule2,Existing,505391,http://www.google.com/maps/place/29.42195693N 098.45676759W,2022-11-29 21:37:58,2024-06-20 18:04:51,{9EC07188-9599-469B-B9EB-5F4B944902F2},172.250165
91333,310319,CENTER PARK BLVD,IH 35 N ACCESS RD,FRATT RD,San Antonio,2,2947.618659,1980-01-01,Unknown,,90.16,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,38,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,310319,http://www.google.com/maps/place/29.48810061N 098.39734901W,2022-11-29 20:08:34,2024-06-20 18:01:54,{4C1DE144-497C-4CDC-8627-3C87F164417F},2947.618659
91491,502700,N HACKBERRY ST,PASO HONDO,CENTER ST,San Antonio,2,474.2542529,1980-01-01,Unknown,,64.1,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,38,30,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,502700,http://www.google.com/maps/place/29.42181056N 098.47326749W,2022-11-29 18:56:51,2024-06-24 6:16:01,{E53C5982-2C17-425D-AD80-036930F73643},474.2542529
91504,415953,FLOYD CURL,MEDICAL DR,L E FITE DR,San Antonio,8,873.6654025,1980-01-01,Unknown,,89.06,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,62,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,415953,http://www.google.com/maps/place/29.51029686N 098.57422043W,2022-11-29 21:37:58,2024-06-23 8:37:38,{ACEDD858-5C14-4FFA-B884-5CBE11579563},873.6654025
92621,505371,ST GEORGE,CENTER ST,BEAVER LN,San Antonio,2,165.2499976,1980-01-01,Unknown,,99.63,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,20,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,505371,http://www.google.com/maps/place/29.42233445N 098.46255879W,2022-11-29 21:14:26,2024-06-20 18:04:02,{317D6D0A-0B0F-459A-9EE0-B60383A68AF9},165.2499976
92654,508411,ANIOL,CUL-DE-SAC,AT AND T CENTER PKWY,San Antonio,2,1792.439407,1980-01-01,Unknown,,92.86,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,508411,http://www.google.com/maps/place/29.43419913N 098.43639051W,2022-11-29 19:18:21,2024-06-24 6:35:29,{9666140C-5B00-45E5-935F-0ABC610D745E},1792.439407
93121,505383,N POLARIS,CENTER ST,E CROCKETT ST,San Antonio,2,306.5037136,1980-01-01,Unknown,,69.34,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Local,COSA - Public Works Dept,IMP Complete,Schedule1,Existing,505383,http://www.google.com/maps/place/29.42297439N 098.45902129W,2022-11-29 20:08:34,2024-06-20 18:01:57,{32072722-F120-4596-A803-3B3FB0C1D0B1},306.5037136
93201,520518,RICE CREST,CENTER SPG,RAIN SHORE,San Antonio,8,359.1432003,1980-01-01,Unknown,,77.17,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,520518,http://www.google.com/maps/place/29.55818569N 098.64342462W,2022-11-29 19:54:18,2024-06-23 7:12:35,{7BD31F66-B02E-408E-8F81-A6542AAF61CE},359.1432003
93219,504334,LINDA LOU DR,BOXELDER,BOXELDER,San Antonio,3,50.25052138,1980-01-01,Unknown,,61.51,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,504334,http://www.google.com/maps/place/29.37791294N 098.47395521W,2022-11-29 21:47:41,2024-06-20 18:05:10,{555993AE-A297-4285-941E-624097D8A99E},50.25052138
93586,845264,MEDICAL DR,EWING HALSELL,FREDERICKSBURG RD,San Antonio,8,1122.672276,1980-01-01,Unknown,,80.01,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,42,0,No,San Antonio,1,Minor,COSA - Public Works Dept,Recieved,Schedule2,Existing,845264,http://www.google.com/maps/place/29.51162840N 098.57017900W,2022-11-30 1:11:13,2024-06-20 18:06:20,{772E084D-9BCA-4816-B96C-088BA1417057},1122.672276
94070,210203,LATTIMER POND,OSCAR WOOD PLACE,ELDERPOND DR,San Antonio,6,168.6603132,1980-01-01,Unknown,,56.43,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,32,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,210203,http://www.google.com/maps/place/29.51173632N 098.69902483W,2022-11-29 21:47:41,2024-06-23 8:46:39,{D555B8B7-7A89-4B0C-93C9-F7E7AEA2F780},168.6603132
94406,505443,N MEL WAITERS WAY,GIBBS ST,CENTER ST,San Antonio,2,305.5047293,1980-01-01,Unknown,,52.29,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,0,No,San Antonio,1,Collector,COSA - Public Works Dept,IMP Complete,Schedule1,Existing,505443,http://www.google.com/maps/place/29.42215953N 098.44740820W,2022-11-29 20:27:43,2024-06-20 18:02:26,{62E5EEF2-382A-4FCE-9129-86D405F7E9A3},305.5047293
94823,414427,ELDERWOOD,FLURRYWOOD,BENT BRANCH,San Antonio,6,666.3991324,1980-01-01,Unknown,,82.38,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,414427,http://www.google.com/maps/place/29.51404918N 098.66530944W,2022-11-29 20:41:39,2024-06-20 18:03:01,{CA188A68-A541-4FC9-9DFB-577683309BD5},666.3991323
