OBJECTID,CASEID,mode_aspect,avg_elevation,avg_roughness,avg_slope,sidewalk_ratio
557,1014961945,95,202.336,0.399,0.844,1.994
558,1014961997,230,197.865,0.697,1.365,1.92
559,1014962109,65,234.824,0.258,0.522,1.022
560,1014962162,85,225.994,0.827,1.639,2.029
561,1014962226,170,197.207,0.404,0.82,2.003
562,1014962254,215,158.481,0.591,1.148,0
563,1014962295,260,197.904,0.771,1.453,2.013
564,1014962368,165,221.027,0.769,1.264,2.011
565,1014962377,175,222.623,0.751,1.403,2.031
566,1014962382,165,221.027,0.769,1.264,2.011
567,1014962540,260,224.926,0.5,0.779,2.001
568,1014962641,110,174.373,0.45,0.743,2.028
569,1014962682,255,220.552,0.411,0.722,1.783
570,1014962883,350,244.371,0.762,1.655,2.037
571,1014962950,115,217.591,0.618,1.077,2.034
572,1014963094,95,195.672,0.316,0.595,1.871
573,1014963181,175,225.178,0.824,1.837,2.061
574,1014963185,175,225.178,0.824,1.837,2.061
575,1014963199,65,232.728,0.575,0.922,1.879
576,1014963214,65,232.728,0.575,0.922,1.879
577,1014963272,100,187.926,0.441,0.811,1.795
578,1014963295,185,189.981,0.854,1.563,1.885
579,1014963296,135,344.114,3.647,7.418,1.477
580,1014963383,250,208.313,0.297,0.292,0
581,1014963408,55,230.477,0.588,0.88,1.991
582,1014963557,155,297.96,0.969,1.798,2.229
583,1014963647,105,217.913,0.674,1.258,1.867
584,1014963676,255,251.397,0.914,1.658,2.054
585,1014963848,315,157.733,0.959,1.891,0
586,1014963883,140,223.403,0.428,0.859,2.139
587,1014964005,30,288.859,1.349,2.601,1.986
588,1014964081,80,194.162,0.515,1.13,2.009
589,1014964111,310,295.161,1.055,1.91,2.373
590,1014964120,310,295.161,1.055,1.91,2.373
591,1014964170,195,186.598,0.529,0.948,1.986
592,1014964183,30,288.859,1.349,2.601,1.986
593,1014964263,45,295.744,1.28,2.332,1.879
594,1014964284,110,210.73,0.494,0.888,2.108
595,1014964310,190,228.091,1.41,3.177,1.976
596,1014964413,45,238.233,0.825,1.542,2.021
597,1014964598,145,216.802,0.615,1.208,2.074
598,1014964626,160,313.626,0.646,1.273,2.092
599,1014964858,190,205.494,0.408,0.63,1.946
600,1014964867,75,189.916,0.294,0.522,1.825
601,1014964916,210,244.502,0.621,1.292,1.948
602,1014965016,40,233.795,0.347,0.589,1.092
603,1014965096,195,186.598,0.529,0.948,1.986
604,1014965128,175,209.199,0.346,0.519,2.047
605,1014965206,175,209.199,0.346,0.519,2.047
606,1014965218,175,209.199,0.346,0.519,2.047
607,1014965226,200,187.505,0.507,1.086,2.007
608,1014965335,150,241.221,0.638,1.254,1.987
609,1014965734,130,226.306,0.39,0.779,2.064
610,1014965800,125,201.32,0.35,0.595,2.178
611,1014965831,210,210.293,0.49,0.936,2.029
612,1014965882,185,192.812,0.598,0.927,1.885
613,1014966368,15,298.042,0.777,1.293,2.041
614,1014966513,170,266.808,1.566,3.236,1.963
615,1014966578,160,218.989,1.008,1.941,2.02
616,1014966797,210,180.265,0.562,1.051,1.903
617,1014966820,55,198.599,0.452,0.684,1.639
618,1014966844,230,232.619,0.652,1.065,2.04
619,1014966856,75,223.771,0.914,1.622,1.261
620,1014966920,170,232.769,0.521,1.148,1.979
621,1014966949,220,260.688,0.994,1.887,1.756
622,1014967011,255,220.552,0.411,0.722,1.783
623,1014967244,145,228.379,0.392,0.752,1.395
624,1014967264,125,211.516,0.532,0.978,2.018
625,1014967407,210,223.213,0.57,0.975,2.037
626,1014967639,75,243.73,0.854,1.286,1.989
627,1014967728,105,193.877,0.296,0.505,2.07
628,1014967755,30,236.661,0.56,0.831,1.033
629,1014967864,135,204.432,0.475,0.792,2.089
630,1014967865,170,185.348,0.424,0.901,2.032
631,1014967933,290,196.099,0.252,0.394,2.46
632,1014967996,145,291.405,0.476,0.908,1.812
633,1014968018,295,201.299,0.3,0.523,0.94
634,1014968069,150,309.431,0.794,1.529,1.996
635,1014968077,20,171.761,0.44,0.857,2.011
636,1014968861,70,341.313,0.732,1.525,0.97
637,1014968864,190,308.61,0.601,1.234,1.921
638,1014968959,130,231.853,1.363,2.802,2.106
639,1014969008,270,215.237,0.252,0.511,1.006
640,1014969068,185,173.987,0.331,0.525,1.058
641,1014969072,120,178.881,0.265,0.518,2.002
642,1014969114,65,240.278,0.975,1.907,1.874
643,1014970116,285,277.602,0.913,1.693,2.252
644,1014970249,70,300.169,0.688,1.297,1.986
645,1014970261,245,157.277,0.565,0.89,2.023
646,1014970268,140,235.98,0.32,0.537,2.012
647,1014970278,310,229.057,0.627,1.131,1.66
648,1014970308,250,254.757,0.72,1.521,1.91
649,1014970369,40,233.795,0.347,0.589,1.092
650,1014970373,65,234.824,0.258,0.522,1.022
651,1014970420,95,243.981,0.558,1.171,2.015
652,1014970430,70,187.657,0.503,0.942,2.057
653,1014970492,125,202.486,0.408,0.745,2.065
654,1014970529,200,200.04,0.454,0.811,1.843
655,1014970560,135,193.981,0.875,1.581,1.976
656,1014970584,210,232.403,0.399,0.676,0.772
657,1014970823,120,210.748,0.809,1.622,2.098
658,1014970829,195,207.803,0.953,1.987,2.087
659,1014970832,120,210.748,0.809,1.622,2.098
660,1014971027,120,207.55,0.606,1.273,2.011
661,1014971142,165,297.296,1.075,2.28,1.963
662,1014971291,95,195.176,0.487,0.956,1.975
663,1014971353,50,267.654,1.487,3.095,0.139
664,1014971487,185,274.893,0.798,1.616,1.929
665,1014971602,210,232.403,0.399,0.676,0.772
666,1014971650,145,221.606,1.079,1.851,1.996
667,1014971752,300,274.4,0.789,1.544,1.926
668,1014972082,50,225.055,1.325,2.453,2.124
669,1014972104,305,277.464,0.9,1.756,1.916
670,1014972243,295,229.471,1.717,3.778,2.002
671,1014972459,125,257.51,0.399,0.644,1.83
672,1014972499,95,195.883,0.36,0.596,2.107
673,1014972588,95,319.653,0.745,1.512,1.126
674,1014972889,15,195.193,0.425,0.726,1.193
675,1014972893,225,199.988,0.462,0.847,1.953
676,1014972944,160,308.554,1.463,2.93,0.973
677,1014972996,155,247.326,0.596,1.25,0.168
678,1014973074,175,188.41,0.496,1.128,1.996
679,1014973189,310,234.142,0.963,1.88,2.087
680,1014973263,105,240.172,0.493,0.961,1.884
681,1014973363,275,325.135,1.313,3.055,2.014
682,1014973449,190,230.204,0.592,1.175,2.064
683,1014973568,175,209.199,0.346,0.519,2.047
684,1014973659,165,178.031,0.526,1.086,1.969
685,1014973873,185,204.108,0.231,0.432,1.912
686,1014973905,205,251.416,0.504,0.971,0.924
687,1014973929,170,231.852,0.437,0.673,1.978
688,1014973930,185,217.55,0.447,0.951,1.505
689,1014973961,110,267.357,1.057,2.055,2.095
690,1014973970,55,204.875,0.903,1.618,1.838
691,1014974019,210,210.293,0.49,0.936,2.029
692,1014974022,175,225.178,0.824,1.837,2.061
693,1014974028,80,194.162,0.515,1.13,2.009
694,1014974032,65,192.273,0.423,0.673,2.016
695,1014974041,80,194.005,0.436,0.947,2.073
696,1014974042,95,212.868,0.538,1.041,2.048
697,1014974120,95,212.868,0.538,1.041,2.048
698,1014974160,140,243.041,0.682,1.38,1.308
699,1014974192,205,251.416,0.504,0.971,0.924
700,1014974209,335,274.946,0.762,1.193,2.048
701,1014974290,150,200.796,0.398,0.695,2.136
702,1014974308,180,231.223,0.402,0.777,1.246
703,1014974432,75,211.633,0.531,0.89,2.021
704,1014974541,15,249.18,0.621,1.31,0.421
705,1014974613,270,215.237,0.252,0.511,1.006
706,1014974734,70,233.007,0.669,1.054,1.306
707,1014974745,30,236.661,0.56,0.831,1.033
708,1014974900,185,189.981,0.854,1.563,1.885
709,1014974912,180,310.323,1.026,2.192,0.991
710,1014974975,155,215.926,0.283,0.565,1.805
711,1014974983,25,283.403,1.132,2.011,1.918
712,1014975000,125,206.088,2.271,4.457,0.264
713,1014975068,185,182.238,0.609,1.328,1.986
714,1014975079,265,174.141,0.842,1.281,1.316
715,1014975084,105,185.24,0.899,1.927,0.864
716,1014975190,55,226.199,0.497,0.981,1.675
717,1014975264,120,333.128,2.052,4.216,2.023
718,1014975507,170,233.492,0.61,1.337,2.174
719,1014975530,200,225.929,0.359,0.614,1.946
720,1014975565,235,191.563,0.382,0.794,2.081
721,1014975736,175,201.262,0.426,0.72,2.105
722,1014975738,95,195.122,0.57,1.325,1.974
723,1014975745,250,193.289,0.47,0.922,2.061
724,1014975787,245,180.654,0.298,0.485,1.069
725,1014975844,85,230.702,0.588,1.219,1.819
726,1014975851,225,199.988,0.462,0.847,1.953
727,1014975852,250,208.313,0.297,0.292,0
728,1014975860,105,223.068,0.675,1.367,2.083
729,1014975896,120,198.993,0.335,0.628,2.021
730,1014975947,160,222.739,0.703,1.178,1.95
731,1014975948,105,240.172,0.493,0.961,1.884
732,1014975975,280,215.359,0.33,0.651,2.221
733,1014975990,205,251.416,0.504,0.971,0.924
734,1014976032,55,173.614,0.525,1.035,2.011
735,1014976071,190,220.226,0.681,1.257,2.115
736,1014976094,280,219.919,0.613,1.342,1.988
737,1014976136,90,196.144,0.498,0.934,1.488
738,1014976142,320,221.516,0.776,1.58,2.135
739,1014976215,170,201.968,0.389,0.609,1.787
740,1014976338,50,235.366,0.625,1.057,1.814
741,1014976346,45,262.812,0.883,1.611,2.005
742,1014976436,180,197.574,0.563,1.124,0.989
743,1014976461,170,203.023,0.236,0.326,1.817
744,1014976493,85,225.994,0.827,1.639,2.029
745,1014976494,70,341.313,0.732,1.525,0.97
746,1014976665,190,190.862,0.601,1.248,2.045
747,1014976708,185,210.704,0.622,1.346,2.009
748,1014976710,170,233.492,0.61,1.337,2.174
749,1014976798,55,204.875,0.903,1.618,1.838
750,1014976867,100,232.131,1.019,1.939,2.051
751,1014976870,90,196.392,0.341,0.57,2.078
752,1014976932,170,233.492,0.61,1.337,2.174
753,1014976982,105,204.332,0.816,1.559,2.029
754,1014977075,185,228.877,0.803,1.743,0.235
755,1014977197,90,200.026,0.646,1.27,2.137
756,1014977198,60,214.941,0.467,0.803,1.951
757,1014977283,105,204.332,0.816,1.559,2.029
758,1014977331,160,251.491,0.63,1.034,1.733
759,1014977447,65,239.9,1.024,2.199,2.077
760,1014977460,205,251.416,0.504,0.971,0.924
761,1014977503,270,196.273,0.827,1.67,2.122
762,1014977625,70,241.991,0.306,0.446,2.032
763,1014977755,175,226.339,1.105,2.546,1.8
764,1014977966,185,189.981,0.854,1.563,1.885
765,1014977981,170,208.714,0.341,0.53,1.96
766,1014977994,150,206.692,0.344,0.682,1.981
767,1014978054,195,198.567,0.723,1.475,2.006
768,1014978061,190,199.721,1.122,2.384,1.836
769,1014978074,250,193.289,0.47,0.922,2.061
770,1014978080,145,228.379,0.392,0.752,1.395
771,1014978147,105,205.431,0.362,0.653,2.217
772,1014978149,120,299.858,0.654,1.3,1.922
773,1014978160,315,298.059,0.275,0.492,0.998
774,1014978272,15,294.794,0.83,1.68,0.997
775,1014978409,190,281.257,1.303,2.852,1.91
776,1014978553,170,228.43,0.367,0.471,2.014
777,1014978604,135,200.098,0.309,0.425,2.078
778,1014978620,135,191.471,0.341,0.497,1.975
779,1014978681,150,218.507,0.41,0.656,2.023
780,1014978728,155,257.389,0.841,1.523,2.333
781,1014978747,100,219.818,0.483,1.024,2.304
782,1014978763,120,299.858,0.654,1.3,1.922
783,1014978829,205,207.088,0.593,0.955,2.047
784,1014978850,50,204.203,1.205,2.352,2.022
785,1014978953,280,215.359,0.33,0.651,2.221
786,1014979054,185,252.122,1.227,2.603,0.98
787,1014979059,235,238.699,0.807,1.597,2.067
788,1014979109,165,195.46,0.3,0.588,2.025
789,1014979132,195,199.354,1.061,2.005,1.945
790,1014979153,65,250.041,1.491,2.564,2.126
791,1014979176,155,199.917,0.328,0.587,2.096
792,1014979223,220,194.117,0.46,0.671,0.256
793,1014979244,30,234.888,0.826,1.481,1.233
794,1014979260,105,223.933,0.69,1.459,2.064
795,1014979286,260,248.847,0.319,0.448,1.981
796,1014979295,120,230.943,1.171,2.385,2.114
797,1014979343,255,174.438,0.562,0.849,0.994
798,1014979485,15,269.972,1.116,2.33,2.065
799,1014979507,30,236.661,0.56,0.831,1.033
800,1014979536,140,281.367,0.76,1.538,2.054
801,1014979656,135,224.775,0.861,1.599,2.023
802,1014979680,215,173.673,0.432,0.444,1.984
803,1014979686,50,202.182,0.696,1.396,2.063
804,1014979691,25,242.409,0.629,1.234,1.909
805,1014979701,155,297.96,0.969,1.798,2.229
806,1014979713,180,221.625,0.282,0.604,1.987
807,1014979746,165,205.252,0.354,0.493,2.023
808,1014979760,130,272.605,0.805,1.668,1.999
809,1014979812,290,201.912,0.501,0.674,2.063
810,1014979816,80,236.259,0.45,0.749,1.003
811,1014979836,50,208.073,0.807,1.54,2.057
812,1014979854,165,236.248,0.862,1.72,2.014
813,1014979866,190,326.654,0.763,1.562,1.863
814,1014979965,115,192.19,0.379,0.77,1.842
815,1014979966,185,223.072,0.754,1.546,1.808
816,1014979969,175,299.091,0.959,2.146,1.871
817,1014979971,185,190.11,0.456,1.042,2.029
818,1014980034,185,210.704,0.622,1.346,2.009
819,1014980047,165,260.326,0.5,0.722,2.119
820,1014980062,185,271.523,0.561,1.009,2.017
821,1014980113,135,249.852,0.245,0.44,0.359
822,1014980242,70,233.007,0.669,1.054,1.306
823,1014980255,265,233.761,0.596,1.141,2.079
824,1014980258,45,228.482,1.061,2.219,2.087
825,1014980307,70,241.991,0.306,0.446,2.032
826,1014980317,85,251.03,1.052,2.221,1.145
827,1014980378,20,367.99,1.185,2.442,1.148
828,1014980390,235,238.698,0.468,0.956,0.719
829,1014980443,75,269.376,1.516,2.974,2.151
830,1014980555,285,186.546,0.411,0.769,1.975
831,1014980592,85,364.743,0.519,1.04,1.052
832,1014980899,145,276.507,2.143,4.468,1.236
833,1014980980,105,204.332,0.816,1.559,2.029
834,1014981021,115,263.787,1.04,2.075,2.006
835,1014981127,160,227.396,1.237,2.615,1.919
836,1014981162,220,212.618,0.752,1.397,1.966
837,1014981183,25,242.409,0.629,1.234,1.909
838,1014981324,165,265.142,0.79,1.441,1.992
839,1014981383,335,199.418,0.338,0.364,2.026
840,1014981415,95,200.53,0.263,0.497,1.28
841,1014981452,180,221.625,0.282,0.604,1.987
842,1014981533,230,191.918,0.756,1.446,1.904
843,1014981549,215,237.921,0.797,1.492,2.056
844,1014981576,180,188.883,0.374,0.759,2.027
845,1014981607,160,286.196,0.566,1.037,0.989
846,1014981659,155,188.373,0.387,0.569,1.973
847,1014981715,330,274.673,0.834,1.489,2.94
848,1014981737,165,228.8,0.462,0.739,1.037
849,1014981809,85,209.507,0.537,0.914,2.096
850,1014981980,270,204.33,1.113,2.454,1.873
851,1014982069,90,185.746,0.825,1.662,2.163
852,1014982125,160,205.783,0.32,0.457,2.083
853,1014982176,105,179.997,0.412,0.816,1.961
854,1014982197,185,175.042,0.571,1.281,2.059
855,1014982231,150,213.809,0.91,1.682,2.153
856,1014982247,100,174.546,0.455,0.467,2.002
857,1014982266,255,227.463,1.196,2.439,2.066
858,1014982320,20,245.162,0.642,1.258,1.964
859,1014982534,325,251.948,1.096,2.102,1.019
860,1014982583,5,178.294,0.284,0.525,0
861,1014982595,50,241.1,0.813,1.629,2.053
862,1014982610,55,198.81,0.463,0.837,1.936
863,1014982617,120,231.729,0.564,0.985,2.146
864,1014982685,150,256.049,1.309,2.731,2.1
865,1014982822,360,241.602,1.342,2.461,2.075
866,1014982897,200,238.072,1.219,1.726,1.947
867,1014983076,125,295.641,0.508,0.891,1.956
868,1014983084,125,295.641,0.508,0.891,1.956
869,1014983158,170,203.023,0.236,0.326,1.817
870,1014983223,180,248.6,0.815,1.324,2.127
871,1014983261,185,352.091,0.749,1.317,1.07
872,1014983332,355,216.357,0.462,0.909,2.04
873,1014983337,120,221.512,0.805,1.313,2.228
874,1014983339,140,256.509,0.325,0.591,1.658
875,1014983343,85,251.03,1.052,2.221,1.145
876,1014983354,110,247.094,0.727,1.203,2.022
877,1014983388,60,263.367,1.208,2.55,2.074
878,1014983434,265,279.481,0.503,1.1,2.041
879,1014983436,330,219.625,0.608,1.112,2.044
880,1014983437,265,279.481,0.503,1.1,2.041
881,1014983438,160,307.66,0.813,1.492,1.934
882,1014983439,155,304.131,0.782,1.453,1.973
883,1014983442,90,210.706,0.391,0.694,2.009
884,1014983447,0,211.286,0.573,1.179,1.709
885,1014983561,175,253.085,0.623,1.206,1.893
886,1014983605,170,198.709,0.421,0.687,2.085
887,1014983705,140,235.239,0.808,1.634,1.166
888,1014983710,50,212.435,0.636,1.221,2.062
889,1014983790,95,319.653,0.745,1.512,1.126
890,1014983801,165,178.031,0.526,1.086,1.969
891,1014983806,120,178.881,0.265,0.518,2.002
892,1014983829,120,178.881,0.265,0.518,2.002
893,1014983831,85,364.467,0.977,2.128,0.96
894,1014983835,35,236.265,1.962,3.775,1.995
895,1014983868,160,356.645,0.534,1.084,1.714
896,1014983906,150,224.381,0.43,0.825,2.016
897,1014983926,290,196.099,0.252,0.394,2.46
898,1014984048,325,223.601,0.68,1.5,1.761
899,1014984085,325,251.948,1.096,2.102,1.019
900,1014984112,155,281.644,1.147,2.413,1.948
901,1014984172,105,276.855,1.357,2.872,0.187
902,1014984270,155,283.583,1.446,2.934,2.022
903,1014984447,195,209.21,0.895,1.934,2.023
904,1014984449,230,166.566,1.163,2.283,2.011
905,1014984462,175,193.308,0.355,0.719,2.08
905,1014984462,160,193.179,0.327,0.608,1.857
906,1014984549,130,279.178,1.347,2.758,2.043
907,1014984590,30,286.848,0.863,1.551,2.163
908,1014984718,175,247.767,0.822,1.421,1.89
909,1014984750,140,186.789,0.731,1.317,2.005
910,1014984777,265,213.199,0.864,1.492,2.011
911,1014984833,165,195.903,0.963,2.014,1.994
912,1014984921,185,228.877,0.803,1.743,0.235
913,1014984991,125,259.87,1.006,2.139,1.656
914,1014985045,240,263.167,0.372,0.626,2.006
915,1014985142,150,290.185,1.084,2.15,2.03
916,1014985198,250,207.528,0.249,0.427,1.029
917,1014985225,175,208.038,0.792,1.806,1.869
918,1014985230,160,243.356,0.646,1.238,1.759
919,1014985277,140,240.188,0.895,1.871,2.02
920,1014985281,170,233.492,0.61,1.337,2.174
921,1014985316,125,194.553,0.683,1.244,2.045
922,1014985336,145,258.41,0.679,1.371,2.096
923,1014985339,300,290.732,1.092,1.921,2.031
924,1014985431,205,242.671,0.686,1.267,1.715
924,1014985431,320,243.667,0.597,1.159,1.183
925,1014985437,135,261.336,1.244,2.435,2.059
926,1014985480,155,274.774,0.707,1.219,1.975
927,1014985534,75,204.264,0.766,1.585,2.042
928,1014985568,150,211.655,0.826,1.653,2.057
929,1014985662,210,247.113,0.725,1.333,1.69
930,1014985715,290,201.912,0.501,0.674,2.063
931,1014985734,265,176.015,0.517,0.858,1.082
932,1014985738,50,237.007,0.378,0.69,2.033
933,1014985774,25,224.938,0.574,0.957,2
934,1014985785,245,263.114,0.82,1.425,2.052
935,1014985824,120,218.545,0.25,0.444,1.799
936,1014985885,185,310.523,1.024,1.762,1.2
937,1014985924,300,202.755,0.303,0.465,1.997
938,1014986157,270,258.283,1.28,2.642,2.025
939,1014986164,165,246.197,0.831,1.731,2.359
940,1014986168,205,251.416,0.504,0.971,0.924
941,1014986190,305,358.658,1.288,2.411,0.991
942,1014986220,175,200.579,0.368,0.821,2.119
943,1014986240,40,235.476,0.69,1.28,2.106
944,1014986283,135,229.451,0.332,0.576,2.072
945,1014986284,135,229.451,0.332,0.576,2.072
946,1014986453,200,190.571,0.143,0.277,2.124
947,1014986648,125,244.054,0.918,1.661,2.043
948,1014986652,115,252.003,0.677,1.268,0.997
949,1014986763,70,251.233,0.686,0.889,1.981
950,1014986783,10,359.058,0.714,1.47,1.796
951,1014986786,35,255.222,0.979,1.928,2.259
952,1014986919,335,239.519,0.62,1.091,1.93
953,1014986935,190,190.862,0.601,1.248,2.045
954,1014987001,205,251.416,0.504,0.971,0.924
955,1014987044,205,251.416,0.504,0.971,0.924
956,1014987059,310,270.313,0.962,1.685,1.653
957,1014987062,60,214.941,0.467,0.803,1.951
958,1014987252,110,189.322,0.892,1.702,1.844
959,1014987269,205,192.218,0.786,1.475,2.038
960,1014987277,275,194.767,0.829,1.84,1.783
961,1014987280,170,192.231,0.248,0.476,2.058
962,1014987378,315,249.65,0.696,1.33,0.345
963,1014987412,200,226.537,0.519,1.064,1.672
964,1014987496,160,193.037,0.469,0.903,2.073
965,1014987522,255,188.172,0.208,0.443,1.965
966,1014987544,230,193.914,0.161,0.256,1.792
967,1014987585,140,256.509,0.325,0.591,1.658
968,1014987619,40,235.476,0.69,1.28,2.106
969,1014987926,65,234.824,0.258,0.522,1.022
970,1014988009,95,239.995,0.521,0.723,1.937
971,1014988058,295,209.318,0.628,1.236,2.026
972,1014988060,265,280.229,0.852,1.485,2.019
973,1014988165,25,229.265,0.278,0.524,1.23
974,1014988232,125,258.237,1.597,3.221,2.048
975,1014988279,350,217.335,0.893,1.721,1.761
976,1014988282,275,245.545,1.247,2.684,1.978
977,1014988349,180,229.227,0.361,0.651,1.975
978,1014988357,105,206.159,0.381,0.678,2.003
979,1014988362,270,255.713,0.764,1.731,1.877
980,1014988366,40,233.795,0.347,0.589,1.092
981,1014988371,65,250.066,1.338,2.682,2.086
982,1014988373,115,238.051,0.947,1.728,2.028
983,1014988382,15,232.597,0.731,1.318,1.956
984,1014988454,295,201.299,0.3,0.523,0.94
985,1014988470,75,286.444,0.909,1.945,0.983
986,1014988498,160,287.46,1.133,2.46,0.919
987,1014988499,160,218.126,0.392,0.583,2.142
988,1014988500,160,307.66,0.813,1.492,1.934
989,1014988501,145,287.171,0.6,1.097,2.374
990,1014988510,190,187.75,0.704,1.496,2.039
991,1014988512,85,251.03,1.052,2.221,1.145
992,1014988520,140,256.509,0.325,0.591,1.658
993,1014988526,145,272.469,0.987,1.887,1.886
994,1014988528,195,286.674,0.646,1.312,0.919
995,1014988580,30,236.337,0.398,0.786,2.014
996,1014988581,180,228.333,0.361,0.755,2.008
997,1014988582,160,233.221,0.376,0.773,1.983
998,1014988585,15,232.597,0.731,1.318,1.956
999,1014988621,135,229.451,0.332,0.576,2.072
1000,1014988647,160,243.356,0.646,1.238,1.759
1001,1014988685,85,238.08,0.752,1.657,1.543
1002,1014988689,95,243.981,0.558,1.171,2.015
1003,1014988723,190,186.009,0.32,0.443,2.113
1004,1014988730,190,186.009,0.32,0.443,2.113
1005,1014988772,90,239.624,0.605,1.133,2.153
1006,1014988876,200,260.319,1.443,3.108,1.96
1006,1014988876,155,268.604,1.848,4.036,1.996
1007,1014988899,190,205.494,0.408,0.63,1.946
1008,1014988929,85,238.08,0.752,1.657,1.543
1009,1014989114,165,199.891,0.561,1.183,2.046
1010,1014989115,50,235.366,0.625,1.057,1.814
1011,1014989137,110,174.555,0.852,1.538,2.097
1012,1014989142,125,295.641,0.508,0.891,1.956
1013,1014989247,60,260.178,0.614,1.186,1.954
1014,1014989259,170,232.769,0.521,1.148,1.979
