"SwProjectID","ProjectCategory","CouncilDistrict","ProjectStreet","FromStreet","ToStreet","SideOfStreet","EstTotalCost","FiscalYear","ScheduleStart","ScheduleFinish","ActualStart","ActualFinish","PercentComplete","ProjectType","ProjectManager","Contact","ProjectLength","SidewalkInstalledFeet","ProjectStatus","ProjectLimits","Shape_Length","ActStart","ActFinish","ActDuration"
"2487","IMP","2","Yellow Wood","Redstone","Spring Oak","Both Sides",124754.71,2024,2024-01-22,2024-03-11,2023-10-09,2023-12-14,100,"Sidewalks","Luis Ocura","Erick Wildestorm: 210-461-1540",1148.86,1148.86,"Punchlist","Yellow Wood - Both Sides ( Redstone To Spring Oak )",1148.85581626387,2023-10-09,2023-12-14,66
"2497","IMP","2","Scarletoak","Noblewood Dr","Rambling","Both Sides",149332.53,2024,2023-11-13,2024-02-19,2023-11-27,2024-01-18,100,"Sidewalks","Luis Ocura","Erick Wildestorm: 210-461-1540",1600.22,1600.22,"Pending Punchlist","Scarletoak - Both Sides ( Noblewood Dr To Rambling )",1547.06505667976,2023-11-27,2024-01-18,52
"2629","IMP","5","Holy Cross","Ellor Dr","Plainview Dr","Both Sides",90144.32,2024,2024-07-26,2024-08-30,NA,NA,0,"Sidewalks","Ahmed Al saadi","Keith Schoonmaker: 210-303-4800",965.97,965.97,"Planning","Holy Cross - Both Sides ( Ellor Dr To Plainview Dr )",965.974073492867,NA,NA,NA
"2633","IMP","4","Fir Valley Dr","Brook Valley Dr","Cul-de-sac","Both Sides",134739.56,2024,2024-03-13,2024-05-25,2024-03-18,NA,95,"Sidewalks","Emanuel Saldana","Keith Schoonmaker: 210-303-4800",1240.81,1240.81,"Construction","Fir Valley Dr - Both Sides ( Brook Valley Dr To Cul-de-sac )",1240.81445550166,2024-03-18,NA,NA
"2672","IMP","4","Glade Valley Dr","Alpine Valley","Five Palms Dr","One Side",165679.02,2024,2024-04-26,2024-06-21,2024-04-22,NA,25,"Sidewalks","Emanuel Saldana","Keith Schoonmaker: 210-303-4800",1525.73,1525.73,"Construction","Glade Valley Dr - North Side ( Alpine Valley To Five Palms Dr )",1525.72647873455,2024-04-22,NA,NA
"2804","IMP","3","Fournier","E Amber","E Formosa Blvd","One Side",80243.07,2024,2024-01-02,2024-01-26,2024-01-02,2024-01-26,100,"Sidewalks","Kevin Guerrero","Erick Wildestorm: 210-461-1540",859.87,859.87,"Completed","Fournier - West Side ( E Amber To E Formosa Blvd )",859.872153653584,2024-01-02,2024-01-26,24
"2840","IMP","3","Iris","Glad","Ada St","Both Sides",56349.15,2024,2023-11-15,2024-01-30,2023-12-12,2024-01-26,100,"Sidewalks","Amir Bahreini","Erick Wildestorm: 210-461-1540",810.74,810.74,"Complete","Iris - Both Sides ( Glad To Ada St )",810.739562991715,2023-12-12,2024-01-26,45
"2865","IMP","6","Fairgrounds Pkwy","Southridge Dr","Grandstand Dr","Both Sides",91132.99,2024,2024-07-13,2024-08-25,NA,NA,0,"Sidewalks","Ahmed Al saadi","Keith Schoonmaker: 210-303-4800",1119.02,1119.02,"Planning","Fairgrounds Pkwy - Both Sides ( Southridge Dr To Grandstand Dr )",1119.02188716626,NA,NA,NA
"2872","IMP","6","Meadow Trace","Timber Path","Meadow Vail","One Side",85244.24,2024,2024-08-24,2024-09-26,NA,NA,0,"Sidewalks","Ahmed Al saadi","Keith Schoonmaker: 210-303-4800",785.01,785.01,"Planning","Meadow Trace - South Side ( Timber Path To Meadow Vail )",785.006187662761,NA,NA,NA
"2919","IMP","1","Dawnview Ln","Buckeye","Neer Ave","Both Sides",94360.52,2024,2024-07-22,2024-08-16,NA,NA,0,"Sidewalks","Luis Ocura","Erick Wildestorm: 210-461-1540",1011.15,1011.15,"Pending Pre-Con","Dawnview Ln - Both Sides ( Buckeye To Neer Ave )",1011.15098326993,NA,NA,NA
"2922","IMP","1","El Monte Blvd","Capitol","Grant Ave","Both Sides",80202.93,2024,2024-02-26,2024-04-30,2024-02-14,NA,90,"Sidewalks","Luis Ocura","Erick Wildestorm: 210-461-1540",984.81,984.81,"Construction","El Monte Blvd - Both Sides ( Capitol To Grant Ave )",984.813625674649,2024-02-14,NA,NA
"2950","IMP","4","Mahota","Horal Dr","Tomar Dr","Both Sides",192328.09,2024,2024-04-29,2024-06-28,NA,NA,1,"Sidewalks","Emanuel Saldana","Keith Schoonmaker: 210-303-4800",1771.14,1771.14,"Construction","Mahota - Both Sides ( Horal Dr To Tomar Dr )",1771.13721786576,NA,NA,NA
"2966","IMP","7","Winnetka","Midvale","Fredericksburg Rd","Both Sides",108708.47,2024,2024-01-16,2024-03-05,2024-01-16,2024-03-05,100,"Sidewalks","Kevin Guerrero","Keith Schoonmaker: 210-303-4800",1164.9,1164.9,"Completed","Winnetka - Both Sides ( Midvale To Fredericksburg Rd )",1164.90125320387,2024-01-16,2024-03-05,49
"3066","IMP","5","Plainview Dr","Nw 38th St","Nw 36th St","Both Sides",149767.4,2024,2023-12-04,2024-02-06,2023-12-11,2024-01-30,100,"Sidewalks","Ahmed Al saadi","Keith Schoonmaker: 210-303-4800",1604.88,1604.88,"Completed","Plainview Dr - Both Sides ( Nw 38th St To Nw 36th St )",1604.88089302328,2023-12-11,2024-01-30,50
"3067","IMP","5","Holy Cross","Plainview Dr","Maria Elena","Both Sides",145491.48,2024,2024-07-01,2024-12-01,NA,NA,0,"Sidewalks","Ahmed Al saadi","Keith Schoonmaker: 210-303-4800",1559.06,1559.06,"Planning","Holy Cross - Both Sides ( Plainview Dr To Maria Elena )",1559.05531964986,NA,NA,NA
"3072","IMP","5","Caywood","Cul-de-sac","Nw 39th St","Both Sides",68990.27,2024,2024-01-09,2024-02-03,2024-01-09,2024-03-18,100,"Sidewalks","Ahmed Al saadi","Keith Schoonmaker: 210-303-4800",847.13,847.13,"Completed","Caywood - Both Sides ( Cul-de-sac To Nw 39th St )",847.133519094161,2024-01-09,2024-03-18,69
"3076","IMP","3","Shetland Dr","Copinsay Ave","Cul-de-sac","Both Sides",428526.37,2024,2024-03-04,2024-05-24,2024-03-04,2024-04-24,100,"Sidewalks","Justin Gawlik","Erick Wildestorm: 210-461-1540",4592.01,4592.01,"Construction","Shetland Dr - Both Sides ( Copinsay Ave To Cul-de-sac )",4592.00557735949,2024-03-04,2024-04-24,51
"3078","IMP","3","E Hutchins Place","Walhalla Ave","Chaucer Ave","Both Sides",423530.95,2024,2024-03-06,2024-09-02,2024-03-06,NA,70,"Sidewalks","Amir Bahreini","Erick Wildestorm: 210-461-1540",4538.48,4538.48,"Construction","E Hutchins Place - Both Sides ( Walhalla Ave To Chaucer Ave )",4538.48153580521,2024-03-06,NA,NA
"3081","IMP","3","Curtis St","E Pyron Ave","SE Military Dr","One Side",177066.85,2024,2024-03-11,2024-06-09,2024-03-11,NA,99,"Sidewalks","Amir Bahreini","Erick Wildestorm: 210-461-1540",2174.2,2160,"Construction","Curtis St - West Side ( E Pyron Ave To SE Military Dr )",2174.202900434,2024-03-11,NA,NA
"3102","SW Repair","6","Caen","Rue De Lis","New Guilbeau Rd","Both Sides",15532.8,2024,NA,NA,NA,NA,NA,NA,NA,NA,1237.65,302,NA,"Caen - Both Sides ( Rue De Lis To New Guilbeau Rd )",1269.67672865098,NA,NA,NA
"3106","SW Repair","7","W Kings Hwy","Lake Blvd","N Elmendorf","Both Sides",232320,2024,NA,NA,NA,NA,NA,NA,NA,NA,4033.13,2420,"Precon","W Kings Hwy - Both Sides ( Lake Blvd To N Elmendorf )",4033.13104138472,NA,NA,NA
"3107","SW Repair","8","Hunters Moon","Hunters Land","Hunters Raven","Both Sides",11941.38,2024,NA,NA,NA,NA,NA,NA,NA,NA,1606.16,269,NA,"Hunters Moon - Both Sides ( Hunters Land To Hunters Raven )",1606.16120660225,NA,NA,NA
"3138","IMP","1","Weizmann","West Ave","Neer Ave","Both Sides",318769.2,2024,2024-01-08,2024-04-24,2024-01-08,2024-03-28,100,"Sidewalks","Luis Ocura","Erick Wildestorm: 210-461-1540",2935.53,2935.53,"Pending Final","Weizmann - Both Sides ( West Ave To Neer Ave )",2918.0531841618,2024-01-08,2024-03-28,80
"3139","IMP","1","Wayside","Vance Jackson","Saxon","Both Sides",372766.74,2024,2024-05-20,2024-08-30,NA,NA,0,"Sidewalks","Luis Ocura","Erick Wildestorm: 210-461-1540",3994.5,3994.5,"Planning","Wayside - Both Sides ( Vance Jackson To Saxon )",3994.49962349762,NA,NA,NA
"3142","IMP","5","Parkside Dr","Fortuna St","Minipark Ln","Both Sides",192621.29,2024,2024-01-16,2024-03-27,2024-01-16,2024-04-07,100,"Sidewalks","Ahmed Al saadi","Keith Schoonmaker: 210-303-4800",1773.84,1773.84,"Completed","Parkside Dr - Both Sides ( Fortuna St To Minipark Ln )",1770.63042569032,2024-01-16,2024-04-07,82
"3156","IMP","7","W Magnolia Ave","Emory","Wilson Blvd","Both Sides",123944.63,2024,2024-07-10,2024-08-09,NA,NA,0,"Sidewalks","Emanuel Saldana","Keith Schoonmaker: 210-303-4800",1141.4,1141.4,"Planning","W Magnolia Ave - Both Sides ( Emory To Wilson Blvd )",1141.40483099755,NA,NA,NA
"3210","IMP","4","Flair Dr","Parallel Dr","Springvale Dr","Both Sides",288743.08,2024,2024-05-20,2024-08-30,NA,NA,0,"Sidewalks","Emanuel Saldana","Keith Schoonmaker: 210-303-4800",3545.47,3545.47,"Precon","Flair Dr - Both Sides ( Parallel Dr To Springvale Dr )",3545.46682456082,NA,NA,NA
"3215","IMP","6","Weybridge","Brandyridge","Terra Oak","One Side",67661.98,2024,2024-06-17,2024-07-12,NA,NA,0,"Sidewalks","Ahmed Al saadi","Keith Schoonmaker: 210-303-4800",830.82,830.82,"Planning","Weybridge - West Side ( Brandyridge To Terra Oak )",830.818057431013,NA,NA,NA
"3271","SW Repair","1","Marshall St","Ih 10 W Access Rd","Jackson","Both Sides",31570.42,2024,NA,NA,NA,NA,NA,NA,NA,NA,2896.37,760,NA,"Marshall St - Both Sides ( Ih 10 W Access Rd To Jackson )",3269.77833742381,NA,NA,NA
"3294","SW Repair","3","Cato","Quig","Abram","One Side",48041.33,2024,NA,NA,NA,NA,NA,NA,NA,NA,941.7,941.7,"Completed","Cato - South Side ( Quig To Abram )",941.696271305083,NA,NA,NA
"3345","SW Repair","7","Globe Ave","W Broadview Dr","Maiden Ln","Both Sides",27607.13,2024,NA,NA,NA,NA,NA,NA,NA,NA,3086.11,569,NA,"Globe Ave - Both Sides ( W Broadview Dr To Maiden Ln )",3086.1053011543,NA,NA,NA
"3371","SW Repair","1","Mt Capote","Blanco Rd","Mt Ida Dr","Both Sides",11641.2,2024,NA,NA,NA,NA,NA,NA,NA,NA,3190.64,267,NA,"Mt Capote - Both Sides ( Blanco Rd To Mt Ida Dr )",3190.63871740304,NA,NA,NA
"3379","SW Repair","10","Sherwood Way","Stradford Place","Cul-de-sac","Both Sides",29997.72,2024,NA,NA,NA,NA,NA,NA,NA,NA,3475.46,518,NA,"Sherwood Way - Both Sides ( Stradford Place To Cul-de-sac )",3475.45977783148,NA,NA,NA
"3401","IMP","9","W Bitters Rd","Doe Crest","Wild Deer Pass","One Side",145265.92,2024,2024-04-15,2024-06-21,NA,NA,25,"Sidewalks","Justin Gawlik","Erick Wildestorm: 210-461-1540",1163.71,1163.71,"Planning","W Bitters Rd - East Side ( Doe Crest To Wild Deer Pass )",1163.70709433419,NA,NA,NA
"3408","SW Repair","1","Elmwood","Blanco Rd","Beacon Ave","Both Sides",144000,2024,NA,NA,NA,NA,NA,NA,NA,NA,2050.73,1500,"Planning","Elmwood - Both Sides ( Blanco Rd To Beacon Ave )",2050.72658781791,NA,NA,NA
"3409","SW Repair","1","W Lynwood","Brad","Warner Ave","Both Sides",252288,2024,NA,NA,NA,NA,NA,NA,NA,NA,3285.42,1972,"Precon","W Lynwood - Both Sides ( Brad To Warner Ave )",3245.23092103478,NA,NA,NA
"3410","SW Repair","2","S Polaris","Dilworth St","Preston","Both Sides",95232,2024,NA,NA,NA,NA,NA,NA,NA,NA,1241.15,992,"Pending Punchlist","S Polaris - Both Sides ( Dilworth St To Preston )",1241.15305870253,NA,NA,NA
"3416","SW Repair","5","Saunders","Sw 18th St","S Hamilton Ave","Both Sides",92102.4,2024,NA,NA,NA,NA,NA,NA,NA,NA,959.4,959.4,"Complete","Saunders - Both Sides ( Sw 18th St To S Hamilton Ave )",980.84843043611,NA,NA,NA
"3418","SW Repair","5","W Cesar Chavez Blvd","S Minter","S Hamilton Ave","Both Sides",216828.48,2024,NA,NA,NA,NA,NA,NA,NA,NA,2258.63,2258.63,"Precon","W Cesar Chavez Blvd - Both Sides ( S Minter To S Hamilton Ave )",2287.59908176591,NA,NA,NA
"3419","SW Repair","1","W Laurel St","Nw 19th St","N Hamilton Ave","One Side",102816,2024,NA,NA,NA,NA,NA,NA,NA,NA,1338.8,1071,"Pending Construction","W Laurel St - North Side ( Nw 19th St To N Hamilton Ave )",1350.24347957538,NA,NA,NA
"3423","SW Repair","6","Westbriar","Westvale","Westmoor","Both Sides",187872,2024,NA,NA,NA,NA,NA,NA,NA,NA,2446.49,1957,"Planning","Westbriar - Both Sides ( Westvale To Westmoor )",2356.94234247316,NA,NA,NA
"3424","SW Repair","6","Westlawn","Westedge Dr","W Military Dr","One Side",81408,2024,NA,NA,NA,NA,NA,NA,NA,NA,1413.33,848,"Planning","Westlawn - South Side ( Westedge Dr To W Military Dr )",1437.85212696885,NA,NA,NA
"3425","SW Repair","3","Bailey Ave","S New Braunfels Ave","S Mittman St","Both Sides",309120,2024,NA,NA,NA,NA,NA,NA,NA,NA,4025.08,3220,"Construction","Bailey Ave - Both Sides ( S New Braunfels Ave To S Mittman St )",4025.07781247042,NA,NA,NA
"3426","SW Repair","7","Quentin Dr","Wilson Blvd","Kampmann Blvd","Both Sides",60480,2024,NA,NA,NA,NA,NA,NA,NA,NA,1050.46,630,"Construction","Quentin Dr - Both Sides ( Wilson Blvd To Kampmann Blvd )",1050.45578482903,NA,NA,NA
"3430","SW Repair","1","W Russell Place","San Pedro Ave","Breeden St","One Side",47313.6,2024,NA,NA,NA,NA,NA,NA,NA,NA,500,492.85,"Pending Construction","W Russell Place - North Side ( San Pedro Ave To Breeden St )",492.854112379138,NA,NA,NA
"3431","SW Repair","1","W French Place","Breeden St","N Flores St","Both Sides",96134.4,2024,NA,NA,NA,NA,NA,NA,NA,NA,1001.4,1001.4,"Planning","W French Place - Both Sides ( Breeden St To N Flores St )",1009.25390647066,NA,NA,NA
"3432","SW Repair","1","Mackey","West Ave","Avalon","One Side",13152,2024,NA,NA,NA,NA,NA,NA,NA,NA,300,137,"Planning","Mackey - North Side ( West Ave To Avalon )",229.237158014195,NA,NA,NA
"3434","SW Repair","2","Preston","S Polaris","S Gevers St","One Side",52224,2024,NA,NA,NA,NA,NA,NA,NA,NA,680.02,544,"Planning","Preston - North Side ( S Polaris To S Gevers St )",680.020829748919,NA,NA,NA
"3436","SW Repair","2","Sunrise Cove Dr","Sunrise Bend Dr","Summer Fest Dr","Both Sides",133214.4,2024,NA,NA,NA,NA,NA,NA,NA,NA,1387.65,1387.65,"Planning","Sunrise Cove Dr - Both Sides ( Sunrise Bend Dr To Summer Fest Dr )",1387.65067209632,NA,NA,NA
"3437","SW Repair","3","Bailey Ave","S Palmetto","St Anthony Ave","Both Sides",122567.04,2024,NA,NA,NA,NA,NA,NA,NA,NA,1276.74,1276.74,"Complete","Bailey Ave - Both Sides ( S Palmetto To St Anthony Ave )",1276.73725791681,NA,NA,NA
"3440","SW Repair","5","Hearne","De Soto St","Charlotte St","Both Sides",136146.24,2024,NA,NA,NA,NA,NA,NA,NA,NA,1418.19,1418.19,"Construction","Hearne - Both Sides ( De Soto St To Charlotte St )",1418.19158827971,NA,NA,NA
"3442","SW Repair","5","Chihuahua St","S Hamilton Ave","S Picoso","One Side",29435.52,2024,NA,NA,NA,NA,NA,NA,NA,NA,306.62,306.62,"Precon","Chihuahua St - North Side ( S Hamilton Ave To S Picoso )",306.621642534558,NA,NA,NA
"3445","SW Repair","6","Meadow Rose","Meadow Glade","Cul-de-sac","Both Sides",29856,2024,NA,NA,NA,NA,NA,NA,NA,NA,517.88,311,"Planning","Meadow Rose - Both Sides ( Meadow Glade To Cul-de-sac )",517.875738944128,NA,NA,NA
"3446","SW Repair","8","Greenbay","Igo","Cul-de-sac","Both Sides",62208,2024,NA,NA,NA,NA,NA,NA,NA,NA,810.44,648,"Construction","Greenbay - Both Sides ( Igo To Cul-de-sac )",810.441026462625,NA,NA,NA
"3447","SW Repair","10","San Miguel","El Vedado St","La Loma","Both Sides",139746.24,2024,NA,NA,NA,NA,NA,NA,NA,NA,1455.69,1455.69,"Planning","San Miguel - Both Sides ( El Vedado St To La Loma )",1455.69256850872,NA,NA,NA
"3450","SW Repair","2","Castle Path Dr","Castle Prince Dr","Midcrown Dr E","Both Sides",187104,2024,NA,NA,NA,NA,NA,NA,NA,NA,3249.33,1949,"Planning","Castle Path Dr - Both Sides ( Castle Prince Dr To Midcrown Dr E )",3249.33274377571,NA,NA,NA
"3451","SW Repair","3","Halliday Ave","S Presa St","IH 37 S Access Rd","Both Sides",277103.04,2024,NA,NA,NA,NA,NA,NA,NA,NA,3526.43,3526.43,"Construction","Halliday Ave - Both Sides ( S Presa St To IH 37 S Access Rd )",3617.57120885365,NA,NA,NA
"3457","SW Repair","7","W Broadview Dr","Oakwood Dr","Rimrock Dr","One Side",43318.08,2024,NA,NA,NA,NA,NA,NA,NA,NA,451.23,451.23,"Planning","W Broadview Dr - West Side ( Oakwood Dr To Rimrock Dr )",451.227976992521,NA,NA,NA
"3458","SW Repair","8","Shady Walk","George Rd","Wilderness Hill","One Side",87256.32,2024,NA,NA,NA,NA,NA,NA,NA,NA,908.92,908.92,"Planning","Shady Walk - North Side ( George Rd To Wilderness Hill )",912.425579664342,NA,NA,NA
"3460","SW Repair","1","Sprucewood","Mccullough Ave","Mertz Dr","One Side",115296,2024,NA,NA,NA,NA,NA,NA,NA,NA,1501.61,1201,"Planning","Sprucewood - North Side ( Mccullough Ave To Mertz Dr )",1501.61409838336,NA,NA,NA
"3461","SW Repair","9","Foxtail Ln","Blanco Rd","Belair Dr","Both Sides",177600,2024,NA,NA,NA,NA,NA,NA,NA,NA,3078.5,1850,"Planning","Foxtail Ln - Both Sides ( Blanco Rd To Belair Dr )",3078.49830472005,NA,NA,NA
"3462","SW Repair","2","Viking Coral","Pelican Coral","Lakeview Dr","Both Sides",125856,2024,NA,NA,NA,NA,NA,NA,NA,NA,2185.1,1311,"Planning","Viking Coral - Both Sides ( Pelican Coral To Lakeview Dr )",2185.10476967229,NA,NA,NA
"3471","SW Repair","3","Haggin St","Piedmont Ave","Lynhurst Ave","One Side",96000,2024,NA,NA,NA,NA,NA,NA,NA,NA,1207.13,1000,"Complete","Haggin St - South Side ( Piedmont Ave To Lynhurst Ave )",1196.67208223603,NA,NA,NA
"3476","SW Repair","3","W Pyron Ave","Tupper Ave","Pleasanton Rd","One Side",113952,2024,NA,NA,NA,NA,NA,NA,NA,NA,1977.52,1187,"Pending Final","W Pyron Ave - South Side ( Tupper Ave To Pleasanton Rd )",1977.52032180537,NA,NA,NA
"3487","SW Repair","5","N Brazos St","Perez St","Perez St","One Side",31202.88,2024,NA,NA,NA,NA,NA,NA,NA,NA,325.03,325.03,"Precon","N Brazos St - West Side ( Perez St To Perez St )",325.028269869867,NA,NA,NA
"3490","SW Repair","6","Abshire","Sw 40th St","Sw 39th St","One Side",38304,2024,NA,NA,NA,NA,NA,NA,NA,NA,664.42,399,"Planning","Abshire - North Side ( Sw 40th St To Sw 39th St )",664.41742217334,NA,NA,NA
"3494","SW Repair","7","Cincinnati Ave","Stonegate Dr","N General Mcmullen","One Side",114035.52,2024,NA,NA,NA,NA,NA,NA,NA,NA,1187.87,1187.87,"Completed","Cincinnati Ave - South Side ( Stonegate Dr To N General Mcmullen )",1187.8737355587,NA,NA,NA
"3496","SW Repair","8","Sugarhill Dr","Tioga","Lands Run","One Side",62592,2024,NA,NA,NA,NA,NA,NA,NA,NA,1086.65,652,"Planning","Sugarhill Dr - East Side ( Tioga To Lands Run )",1086.65273019045,NA,NA,NA
"3501","SW Repair","10","El Santo Way","Rio Doro","Pueblo","One Side",97728,2024,NA,NA,NA,NA,NA,NA,NA,NA,1272.63,1018,"Planning","El Santo Way - South Side ( Rio Doro To Pueblo )",1272.62679818233,NA,NA,NA
"3503","SW Repair","5","Walton Ave","Charlotte St","Phyllis St","Both Sides",149404.8,2024,NA,NA,NA,NA,NA,NA,NA,NA,1556.3,1556.3,"Construction","Walton Ave - Both Sides ( Charlotte St To Phyllis St )",1556.29920479243,NA,NA,NA
"3509","SW Repair","8","Auberry Path","Feather Trl","Sonora Bend","Both Sides",76800,2024,NA,NA,NA,NA,NA,NA,NA,NA,1248.67,800,"Planning","Auberry Path - Both Sides ( Feather Trl To Sonora Bend )",1248.66962933785,NA,NA,NA
"3511","SW Repair","8","Computer Dr","Bluemel","Ih 10 W Access Rd","One Side",46176.96,2024,NA,NA,NA,NA,NA,NA,NA,NA,481.01,481.01,"Construction","Computer Dr - South Side ( Bluemel To Ih 10 W Access Rd )",481.852778331281,NA,NA,NA
"3518","IMP","6","Bobtail","Harvest Meadow","Sparrows Nest","One Side",66422.46,2024,2024-05-01,2024-05-29,NA,NA,1,"Sidewalks","Ahmed Al saadi","Keith Schoonmaker: 210-303-4800",815.6,815.6,"Construction","Bobtail - South Side ( Harvest Meadow To Sparrows Nest )",815.603996621703,NA,NA,NA
"3530","IMP","9","Stone Oak Parkway","Birdsong Way","Oak Centre","Both Sides",148154.15,2024,2024-05-27,2024-07-05,NA,NA,0,"Sidewalks","Justin Gawlik","Erick Wildestorm: 210-461-1540",1568.26,1568.26,"Planning","Stone Oak Parkway - Both Sides ( Birdsong Way To Oak Centre )",1568.25970601844,NA,NA,NA
"3531","SW Repair","10","Cheever Blvd","Tesoro Dr","Nacogdoches Rd","One Side",67584,2024,NA,NA,NA,NA,NA,NA,NA,NA,1172.38,704,"Completed","Cheever Blvd - North Side ( Tesoro Dr To Nacogdoches Rd )",1172.38255762984,NA,NA,NA
"3533","IMP","4","Daytona Dr","Parallel Dr","Springvale Dr","Both Sides",286409.82,2024,2024-04-19,2024-08-28,2024-04-17,NA,40,"Sidewalks","Emanuel Saldana","Keith Schoonmaker: 210-303-4800",3516.82,3516.82,"Construction","Daytona Dr - Both Sides ( Parallel Dr To Springvale Dr )",3516.81952424503,2024-04-17,NA,NA
"3535","SW Repair","4","Hackamore Ln","Westrock Dr","Dead End","Both Sides",362704.32,2024,NA,NA,NA,NA,NA,NA,NA,NA,3778.17,3778.17,"Pending Final","Hackamore Ln - Both Sides ( Westrock Dr To Dead End )",3778.1741181292,NA,NA,NA
"3536","SW Repair","4","Buckboard Ln","Spur Dr","Rawhide Ln","Both Sides",300583.68,2024,NA,NA,NA,NA,NA,NA,NA,NA,3913.85,3913.85,"Punchlists","Buckboard Ln - Both Sides ( Spur Dr To Rawhide Ln )",3913.84997646869,NA,NA,NA
"3539","SW Repair","2","Ira","Broadway","Wesley","Both Sides",123176.64,2024,NA,NA,NA,NA,NA,NA,NA,NA,1283.09,1283.09,"Pending Final","Ira - Both Sides ( Broadway To Wesley )",1277.82125441085,NA,NA,NA
"3546","SW Repair","9","Churchill Estates Blvd","Blanco Rd","Sir Barton","One Side",127152.23,2024,NA,NA,NA,NA,NA,NA,NA,NA,1362.54,1362.54,"Pending Construction","Churchill Estates Blvd - East Side ( Blanco Rd To Sir Barton )",1362.54324030764,NA,NA,NA
"3547","SW Repair","9","Ridge Park","Norland Dr","Oak Ct","Both Sides",20076.63,2024,NA,NA,NA,NA,NA,NA,NA,NA,1575.36,268,NA,"Ridge Park - Both Sides ( Norland Dr To Oak Ct )",1575.36390168734,NA,NA,NA
"3548","SW Repair","4","Big Valley Dr","Cul-de-sac","Cul-de-sac","Both Sides",24305.92,2024,NA,NA,NA,NA,NA,NA,NA,NA,2802.48,497,NA,"Big Valley Dr - Both Sides ( Cul-de-sac To Cul-de-sac )",2907.28345227272,NA,NA,NA
"3549","IMP","10","Higgins Rd","Swallow Dr","Nuthatch","Both Sides",120000,2024,2024-01-01,2024-04-05,2024-01-01,2024-04-05,100,"Sidewalks","Kevin Guerrero","Erick Wildestorm: 210-461-1540",1354.79,1400,"Complete","Higgins Rd - Both Sides ( Swallow Dr To Nuthatch )",1354.04525737336,2024-01-01,2024-04-05,95
"3636","SW Repair","5","Kirk Place","Garland St","Nogalitos St","One Side",146497,2024,NA,NA,NA,NA,NA,NA,NA,NA,1605.96,NA,"Planning","Kirk Place - South Side ( Garland St To Nogalitos St )",1605.9575704486,NA,NA,NA
"136","IMP","2","Dignowity","Edgar Dr","N Walters St","Both Sides",38712,2023,2023-03-27,2023-05-08,2023-04-10,2023-04-17,100,"Sidewalks","Luis Ocura","Erick Wildestorm: 210-461-1540",549.27,549.27,"Pending Punchlist","Dignowity - Both Sides ( Edgar Dr To N Walters St )",576.225895950228,2023-04-10,2023-04-17,7
"144","IMP","2","Eisenhauer Rd","Amber Palm","Midcrown Dr E","One Side",20460.44,2023,2023-04-17,2023-05-29,2023-05-03,2023-05-08,100,"Sidewalks","Luis Ocura","Erick Wildestorm: 210-461-1540",293.55,293.55,"Pending Final","Eisenhauer Rd - South Side ( Amber Palm To Midcrown Dr E )",293.54711048501,2023-05-03,2023-05-08,5
