ProjectCategory,SMPProjectID,CouncilDistrict,ProjectStreet,StreetFrom,StreetTo,ProjectLimits,FiscalYear,Application,Type_,Force,WeightedPCI,PBaseFail,FieldBasePave,PFlatWork,EstTotalCost,ProjectStatus,ScheduleStart,ScheduleFinish,ActualStart,ActualFinish,ProjectManager,Contact,Shape_Length
Preservation,22118,1,E Guenther St,S Alamo St,Barbe St,E Guenther St From S Alamo St To Barbe St,2014,Crack Seal - City,Sealant,City,98.0,0.0,0.0,0.0,2272.179929448364,Defer2013,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1918.455740761144
Preservation,22119,1,E Josephine St,W Josephine St,Avenue B,E Josephine St From W Josephine St To Avenue B,2014,Crack Seal - City,Sealant,City,73.0,0.0,0.0,0.0,2435.1322577055585,No Change,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1336.5332289557712
Preservation,22120,1,E Kings Hwy,Mccullough Ave,Shook Ave,E Kings Hwy From Mccullough Ave To Shook Ave,2015,Fog Seal - City,Sealant,City,66.0,0.0,0.0,0.0,17338.42730948168,Defer2016,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1531.0266717988231
Preservation,22121,1,E Magnolia Ave,W Magnolia Ave & N Main Ave,Mccullough Ave,E Magnolia Ave From W Magnolia Ave & N Main Ave To Mccullough Ave,2015,Fog Seal - City,Sealant,City,74.0,0.0,0.0,0.0,7740.35716709316,Defer2016,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,691.3004480365271
Preservation,22125,1,E Rampart,Mccullough Ave,Republic Dr,E Rampart From Mccullough Ave To Republic Dr,2016,Crack Seal - City,Sealant,City,97.0,0.0,0.0,0.0,4944.787619680017,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,2649.1786159941607
Preservation,22126,1,E Rector,Republic Dr,US HWY 281 N Access,E Rector From Republic Dr To US HWY 281 N Access,2016,Fog Seal - City,Sealant,City,87.0,0.0,0.0,0.0,10898.151724724035,Defer2015,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1708.7694341822537
Preservation,22128,1,Eager,Devine St,Sadie St,Eager From Devine St To Sadie St,2014,Crack Seal - City,Sealant,City,88.0,0.0,0.0,0.0,365.9455274698086,No Change,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,334.8497851423417
Preservation,22129,1,Eager,Callaghan Ave,Devine St,Eager From Callaghan Ave To Devine St,2014,Slurry Seal - City,Sealant,City,71.0,0.0,0.0,0.0,9136.47884880418,No Change,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,584.6751809000104
Preservation,22133,1,Errol,Millwood Ln,Chulie,Errol From Millwood Ln To Chulie,2016,Fog Seal - City,Sealant,City,67.0,0.0,0.0,0.0,5940.061017977387,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1164.1592178010542
Preservation,22134,1,Excelsior,San Francisco,W Olmos Dr,Excelsior From San Francisco To W Olmos Dr,2016,Crack Seal - City,Sealant,City,87.0,0.0,0.0,0.0,2862.115007308729,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1769.1456678127238
Preservation,22135,1,Excelsior,Fresno,Vereda,Excelsior From Fresno To Vereda,2016,Crack Seal - City,Sealant,City,89.0,0.0,0.0,0.0,861.0478539166749,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,532.1453857216926
Preservation,22145,1,Grant Ave,Fresno,W Hermosa,Grant Ave From Fresno To W Hermosa,2015,Crack Seal - City,Sealant,City,83.0,0.0,0.0,0.0,2037.8722062690777,Defer2013,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1679.5130341366455
Preservation,22146,1,Grant Ave,W Hermosa,Basse,Grant Ave From W Hermosa To Basse,2015,Crack Seal - City,Sealant,City,86.0,0.0,0.0,0.0,4562.064871717347,Defer2013,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,3759.89477090066
Preservation,22152,1,Haby,Blanco Rd,Dead End East,Haby From Blanco Rd To Dead End Or Cul De Sac,2014,Fog Seal - City,Sealant,City,85.0,0.0,0.0,0.0,19768.22463044048,0,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1424.2543473714252
Preservation,22154,1,Howard St,W Craig Place,W Rosewood Ave,Howard St From W Craig Place To W Rosewood Ave,2015,Crack Seal - City,Sealant,City,80.0,0.0,0.0,0.0,5778.427160686577,Defer2016,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,4762.524507332731
Preservation,22160,1,Labor,Sadie St,Florida,Labor From Sadie St To Florida,2014,Crack Seal - City,Sealant,City,96.0,0.0,0.0,0.0,678.7591963823314,No Change,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,573.1232809267173
Preservation,22161,1,Langton,Thames Dr,Blanco Rd,Langton From Thames Dr To Blanco Rd,2015,Fog Seal - City,Sealant,City,73.0,0.0,0.0,0.0,13730.212530175631,Defer2014,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1212.373547197449
Preservation,22162,1,Langton,San Pedro Ave,Thames Dr,Langton From San Pedro Ave To Thames Dr,2016,Fog Seal - City,Sealant,City,79.0,0.0,0.0,0.0,5851.162664719804,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1413.6523324327309
Preservation,22166,1,Lee Hall,Neer Ave,West Ave,Lee Hall From Neer Ave To West Ave,2016,Crack Seal - City,Sealant,City,92.0,0.0,0.0,0.0,2669.031539621397,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1650.0124689492468
Preservation,22172,1,Lombrano,N Sabinas,Service,Lombrano From N Sabinas To Service,2017,Slurry Seal - City,Sealant,City,41.0,0.0,0.0,0.0,25999.21453639112,0,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,2557.110698607562
Preservation,22177,1,Melba Dr,Oblate,Mountaintop Blvd,Melba Dr From Oblate To Mountaintop Blvd,2014,Slurry Seal - City,Sealant,City,80.0,0.0,0.0,0.0,12007.178386711752,AP Change to from 25 to 27,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,709.2225189977953
Preservation,22189,1,Mike,Springwood Ln,Sandalwood,Mike From Springwood Ln To Sandalwood,2014,Crack Seal - City,Sealant,City,92.0,0.0,0.0,0.0,364.92615655386703,0,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,308.0439609566638
Preservation,22193,1,Mountaintop Blvd,Linda Dr,Barbara,Mountaintop Blvd From Linda Dr To Barbara,2014,Crack Seal - City,Sealant,City,100.0,0.0,0.0,0.0,1735.0351995012743,0,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1464.7780539119972
Preservation,22194,1,Mt Sacred Heart Rd,Madonna,Blanco Rd,Mt Sacred Heart Rd From Madonna To Blanco Rd,2017,Crack Seal - City,Sealant,City,91.0,0.0,0.0,0.0,2524.301543323803,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1713.309115436242
Preservation,22195,1,Muriel,Vereda,Gardina St,Muriel From Vereda To Gardina St,2016,Fog Seal - City,Sealant,City,79.0,0.0,0.0,0.0,7408.746933895916,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1563.784409470818
Preservation,22206,1,N Main Ave,Ih 35 N,E Cypress & W Cypress,N Main Ave From Ih 35 N To E Cypress & W Cypress,2014,Crack Seal - City,Sealant,City,83.0,0.0,0.0,0.0,3683.1255397826,Defer2015,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1671.294336968461
Preservation,22214,1,N Sabinas,Ruiz St,Delgado St,N Sabinas From Ruiz St To Delgado St,2017,Crack Seal - City,Sealant,City,69.0,0.0,0.0,0.0,1160.629031287605,Defer2014,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,787.6927853179341
Preservation,22223,1,Neer Ave,W Hollywood Ave,W Hildebrand Ave,Neer Ave From W Hollywood Ave To W Hildebrand Ave,2014,Crack Seal - City,Sealant,City,98.0,0.0,0.0,0.0,668.6876297876978,Defer2013,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,564.519750767311
Preservation,22230,1,Perez St,N Brazos St,Dead End Or Cul De Sac,Perez St From N Brazos St To Dead End Or Cul De Sac,2015,Crack Seal - City,Sealant,City,86.0,0.0,0.0,0.0,1850.139994648139,Defer2013,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1524.807522398329
Preservation,22231,1,Perez St,N Calaveras,Dead End Or Cul De Sac,Perez St From N Calaveras To Dead End Or Cul De Sac,2015,Crack Seal - City,Sealant,City,84.0,0.0,0.0,0.0,2024.575567908758,Defer2013,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1668.5606685810492
Preservation,22240,1,Reina Dr,Santa Barbara,Edison Dr,Reina Dr From Santa Barbara To Edison Dr,2016,Crack Seal - City,Sealant,City,90.0,0.0,0.0,0.0,2857.963322060426,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1766.616536856585
Preservation,22243,1,Riddle,Devine St,Vance St,Riddle From Devine St To Vance St,2014,Fog Seal - City,Sealant,City,77.0,0.0,0.0,0.0,9024.832736257073,No Change,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,817.7959587756397
Preservation,22251,1,Sacramento,West Ave,Fredericksburg Rd,Sacramento From West Ave To Fredericksburg Rd,2016,Crack Seal - City,Sealant,City,91.0,0.0,0.0,0.0,3543.4757340686147,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,2190.367821540865
Preservation,22252,1,Sacramento,Ih 10 W Access Rd,Dead End East,Sacramento From Ih 10 W Access Rd To Dead End Or Cul De Sac,2016,Slurry Seal - City,Sealant,City,74.0,0.0,0.0,0.0,4992.738906330796,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,657.0319846411005
Preservation,22262,1,Savannah,Wonder Pkwy,Vance Jackson,Savannah From Wonder Pkwy To Vance Jackson,2014,Crack Seal - City,Sealant,City,91.0,0.0,0.0,0.0,1225.1653992376212,0,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1034.3555711545428
Preservation,22263,1,Savannah,Saxon,Wonder Pkwy,Savannah From Saxon To Wonder Pkwy,2014,Crack Seal - City,Sealant,City,99.0,0.0,0.0,0.0,1167.1352819623694,0,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,985.423762542712
Preservation,22266,1,Senova Dr,Mccullough Ave,Republic Dr,Senova Dr From Mccullough Ave To Republic Dr,2016,Slurry Seal - City,Sealant,City,47.0,0.0,0.0,0.0,22704.280289630253,Defer2015,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,2589.8623013159327
Preservation,22267,1,Seward Ave,Vereda,Gardina St,Seward Ave From Vereda To Gardina St,2016,Fog Seal - City,Sealant,City,78.0,0.0,0.0,0.0,7413.943740311933,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1564.7720149816878
Preservation,22271,1,Shearer Hills,Jackson-keller Rd,Veda Mae & Ave Maria Dr,Shearer Hills From Jackson-keller Rd To Veda Mae & Ave Maria Dr,2014,Crack Seal - City,Sealant,City,98.0,0.0,0.0,0.0,1248.870810626231,Defer2013,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,913.9315982239524
Preservation,22272,1,Shearer Hills,Veda Mae,Oblate,Shearer Hills From Veda Mae To Oblate,2014,Crack Seal - City,Sealant,City,97.0,0.0,0.0,0.0,1508.063508573293,Defer2013,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1103.504031551821
Preservation,22274,1,Stockton Dr,Mccullough Ave,Republic Dr,Stockton Dr From Mccullough Ave To Republic Dr,2017,Crack Seal - City,Sealant,City,71.0,0.0,0.0,0.0,3660.684222259282,Defer2017,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,2484.5875543288184
Preservation,22278,1,Susan Carrol,Grotto Blvd,Shearer Hills,Susan Carrol From Grotto Blvd To Shearer Hills,2014,Slurry Seal - City,Sealant,City,57.0,0.0,0.0,0.0,6788.745778394853,Defer2013,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,347.50253742973
Preservation,22279,1,Tanglewood,Oblate,Maplewood Ln,Tanglewood From Oblate To Maplewood Ln,2017,Fog Seal - City,Sealant,City,76.0,0.0,0.0,0.0,5206.408546822588,0,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1242.769898744892
Preservation,22294,1,Vance St,S Presa St,Labor,Vance St From S Presa St To Labor,2014,Slurry Seal - City,Sealant,City,70.0,0.0,0.0,0.0,13369.046223333002,No Change,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,855.6743947940797
Preservation,22295,1,Veda Mae,Grotto Blvd,Shearer Hills & Ave Maria Dr,Veda Mae From Grotto Blvd To Shearer Hills & Ave Maria Dr,2014,Slurry Seal - City,Sealant,City,74.0,0.0,0.0,0.0,13739.969023473745,Defer2013,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,703.2130389820492
Preservation,22297,1,Vereda,Seward Ave,Vance Jackson,Vereda From Seward Ave To Vance Jackson,2016,Crack Seal - City,Sealant,City,91.0,0.0,0.0,0.0,1529.3129757764652,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,945.2604637635608
Preservation,22298,1,Vereda,West Ave,Rodena,Vereda From West Ave To Rodena,2016,Crack Seal - City,Sealant,City,88.0,0.0,0.0,0.0,3032.3355638077555,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1891.3195658224704
Preservation,22300,1,W Cevallos,S Flores St,Ih 35 S Access Rd,W Cevallos From S Flores St To Ih 35 S Access Rd,2014,Crack Seal - City,Sealant,City,82.0,0.0,0.0,0.0,1237.6351549802,Defer2015,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,2103.444673817447
Preservation,22306,1,W Josephine St,E Josephine St,N St Mary's,W Josephine St From E Josephine St To N St Mary's,2014,Crack Seal - City,Sealant,City,84.0,0.0,0.0,0.0,2251.3476404107246,No Change,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1900.8876252210623
Preservation,22307,1,W Lullwood Ave,Neer Ave,Brad,W Lullwood Ave From Neer Ave To Brad,2014,Crack Seal - City,Sealant,City,99.0,0.0,0.0,0.0,1653.6273221261497,Defer2013,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1396.2566099183516
Preservation,22309,1,W Magnolia Ave,N Main Ave & E Magnolia Ave,San Pedro Ave,W Magnolia Ave From N Main Ave & E Magnolia Ave To San Pedro Ave,2015,Fog Seal - City,Sealant,City,76.0,0.0,0.0,0.0,19251.64421209363,Defer2016,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1692.318342661759
Preservation,22312,1,W Martin St,N Brazos St,N Navidad,W Martin St From N Brazos St To N Navidad,2015,Crack Seal - City,Sealant,City,83.0,0.0,0.0,0.0,6390.481106485072,APCode Change - Review Limits,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,2533.9623010738533
Preservation,22315,1,W Ridgewood Ct,Ih 10 W Access Rd,West Ave,W Ridgewood Ct From Ih 10 W Access Rd To West Ave,2016,Crack Seal - City,Sealant,City,82.0,0.0,0.0,0.0,5015.905654843253,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,3100.5101478968763
Preservation,22316,1,W Salinas,N Flores St,Camaron,W Salinas From N Flores St To Camaron,2016,Crack Seal - City,Sealant,City,92.0,0.0,0.0,0.0,887.2773768912045,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,548.3424023599089
Preservation,22331,1,West Ave,Jackson-keller Rd,Alhambra,West Ave From Jackson-keller Rd To Alhambra,2016,Crack Seal - City,Sealant,City,70.0,0.0,0.0,0.0,24339.946212635645,Defer2016,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,11496.185400172528
Preservation,22332,1,West Dr,W Woodlawn,Fredericksburg Rd,West Dr From W Woodlawn To Fredericksburg Rd,2015,Crack Seal - City,Sealant,City,81.0,0.0,0.0,0.0,1601.7216557171323,Defer2014,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1319.9153743426375
Preservation,22339,1,N Brazos St,W Salinas,W Martin St,N Brazos St From W Salinas To W Martin St,2017,Slurry Seal - City,Sealant,City,55.0,0.0,0.0,0.0,3484.9290010669056,Defer2017,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,396.59266220707457
Preservation,22347,1,Cincinnati Ave,N Zarzamora,Ih 10 W Access Rd,Cincinnati Ave From N Zarzamora To Ih 10 W Access Rd,2017,Crack Seal - City,Sealant,City,63.0,0.0,0.0,0.0,7551.298098124026,Defer2017,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,2845.966619896931
Preservation,22351,10,Alamo Blanco,Guadalajara Dr,El Sendero,Alamo Blanco From Guadalajara Dr To El Sendero,2015,Fog Seal - City,Sealant,City,76.0,0.0,0.0,0.0,23456.797646806324,0,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1795.2542221951194
Preservation,22352,10,Alamo Blanco,Thousand Oaks,Guadalajara Dr,Alamo Blanco From Thousand Oaks To Guadalajara Dr,2015,Crack Seal - City,Sealant,City,83.0,0.0,0.0,0.0,544.0286525088026,0,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,386.82425697953374
Preservation,22353,10,Alamo Blanco,Avenida Prima,Thousand Oaks,Alamo Blanco From Avenida Prima To Thousand Oaks,2015,Crack Seal - City,Sealant,City,91.0,0.0,0.0,0.0,916.1946252104544,0,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,756.810923427958
Preservation,22364,9,Arroyo Pass,Redrock Crk,Blanco Pass,Arroyo Pass From Redrock Crk To Blanco Pass,2017,Fog Seal - City,Sealant,City,85.0,0.0,0.0,0.0,1585.282451128276,Defer2017,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,470.9680711827815
Preservation,22378,10,Bellcrest,Bell Dr,Barhill Dr,Bellcrest From Bell Dr To Barhill Dr,2016,Crack Seal - City,Sealant,City,81.0,0.0,0.0,0.0,3571.744602410372,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,2075.2966995165298
Preservation,22388,9,Blanco Pass,Redrock Crk,Arroyo Pass,Blanco Pass From Redrock Crk To Arroyo Pass,2017,Fog Seal - City,Sealant,City,83.0,0.0,0.0,0.0,2286.933121229591,Defer2017,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,591.5149216799198
Preservation,22392,10,Bluetop,Canary Ln,Dead End Or Cul De Sac,Bluetop From Canary Ln To Dead End Or Cul De Sac,2016,Crack Seal - City,Sealant,City,91.0,0.0,0.0,0.0,357.84315919249724,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,271.2337704920219
Preservation,22399,10,Branding Iron,Stockman Dr,Dead End Or Cul De Sac,Branding Iron From Stockman Dr To Dead End Or Cul De Sac,2017,Fog Seal - City,Sealant,City,72.0,0.0,0.0,0.0,3264.979358020164,0,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,789.7853129603883
Preservation,22402,10,Brays Forest,Winding Hill,Dead End Or Cul De Sac,Brays Forest From Winding Hill To Dead End Or Cul De Sac,2016,Crack Seal - City,Sealant,City,82.0,0.0,0.0,0.0,2126.93424545928,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1188.6088738690337
Preservation,22405,10,Briar Forrest,Briarmeadow & Chatwood,Bellcrest,Briar Forrest From Briarmeadow & Chatwood To Bellcrest,2016,Crack Seal - City,Sealant,City,82.0,0.0,0.0,0.0,1068.6277128899462,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,572.5319031146789
Preservation,22406,10,Briarcrest Dr,Bulverde Rd,Classen Rd,Briarcrest Dr From Bulverde Rd To Classen Rd,2017,Crack Seal - City,Sealant,City,70.0,0.0,0.0,0.0,9040.47289306421,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,6224.046867726075
Preservation,22408,10,Briardale,Queens Way,Old Bond St,Briardale From Queens Way To Old Bond St,2017,Fog Seal - City,Sealant,City,66.0,0.0,0.0,0.0,13889.840986442154,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,2917.205741194623
Preservation,22426,10,Calico Crk,Bulverde Pt,Bulverde Pt,Calico Crk From Bulverde Pt To Bulverde Pt,2017,Crack Seal - City,Sealant,City,86.0,0.0,0.0,0.0,1183.6065830833736,0,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,807.7337593409446
Preservation,22429,10,Canary Cir,Canary Ln,Dead End Or Cul De Sac,Canary Cir From Canary Ln To Dead End Or Cul De Sac,2016,Crack Seal - City,Sealant,City,91.0,0.0,0.0,0.0,143.75134573986568,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,138.5942198334755
Preservation,22430,10,Canary Ln,Higgins Rd,Pelican Ln,Canary Ln From Higgins Rd To Pelican Ln,2016,Crack Seal - City,Sealant,City,91.0,0.0,0.0,0.0,1707.2452429570324,Base Budget,Not Available,Unknown,Not Available,Not Available,Unknown,Unknown,1055.1517463409805
