SwProjectID,ProjectCategory,CouncilDistrict,ProjectStreet,FromStreet,ToStreet,SideOfStreet,EstTotalCost,FiscalYear,ScheduleStart,ScheduleFinish,ActualStart,ActualFinish,PercentComplete,ProjectType,ProjectManager,Contact,ProjectLength,SidewalkInstalledFeet,ProjectStatus,ProjectLimits,Shape_Length
2483,IMP,2,Bible St,Creekmoor,Wycliff,East Side,126446.19,2024,2024-01-22,2024-03-31,2023-10-09,2023-12-14,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,1552.63,1552.63,Completed,Bible St - East Side ( Creekmoor To Wycliff ) ,1552.6335514839434
2487,IMP,2,Yellow Wood,Redstone,Spring Oak,Both Sides,124754.71,2024,2024-01-22,2024-03-11,2023-10-09,2023-12-14,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,1148.86,1148.86,Punchlist,Yellow Wood - Both Sides ( Redstone To Spring Oak ) ,1148.8558162638683
2497,IMP,2,Scarletoak,Noblewood Dr,Rambling,Both Sides,149332.53,2024,2023-11-13,2024-02-19,2023-11-27,2024-01-18,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,1600.22,1600.22,Pending Punchlist,Scarletoak - Both Sides ( Noblewood Dr To Rambling ) ,1547.065056679765
2629,IMP,5,Holy Cross,Ellor Dr,Plainview Dr,Both Sides,90144.32,2024,2024-07-26,2024-08-30,Not Available,Not Available,0.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,965.97,965.97,Planning,Holy Cross - Both Sides ( Ellor Dr To Plainview Dr ) ,965.9740734928672
2633,IMP,4,Fir Valley Dr,Brook Valley Dr,Cul-de-sac,Both Sides,134739.56,2024,2024-03-13,2024-05-25,2024-03-18,Not Available,95.0,Sidewalks,Emanuel Saldana,Keith Schoonmaker: 210-303-4800,1240.81,1240.81,Construction,Fir Valley Dr - Both Sides ( Brook Valley Dr To Cul-de-sac ) ,1240.8144555016645
2672,IMP,4,Glade Valley Dr,Alpine Valley,Five Palms Dr,North Side,165679.02,2024,2024-04-26,2024-06-21,2024-04-22,Not Available,25.0,Sidewalks,Emanuel Saldana,Keith Schoonmaker: 210-303-4800,1525.73,1525.73,Construction,Glade Valley Dr - North Side ( Alpine Valley To Five Palms Dr ) ,1525.726478734552
2804,IMP,3,Fournier,E Amber,E Formosa Blvd,West Side,80243.07,2024,2024-01-02,2024-01-26,2024-01-02,2024-01-26,100.0,Sidewalks,Kevin Guerrero,Erick Wildestorm: 210-461-1540,859.87,859.87,Completed,Fournier - West Side ( E Amber To E Formosa Blvd ) ,859.8721536535843
2840,IMP,3,Iris,Glad,Ada St,Both Sides,56349.15,2024,2023-11-15,2024-01-30,2023-12-12,2024-01-26,100.0,Sidewalks,Amir Bahreini,Erick Wildestorm: 210-461-1540,810.74,810.74,Complete,Iris - Both Sides ( Glad To Ada St ) ,810.7395629917146
2865,IMP,6,Fairgrounds Pkwy,Southridge Dr,Grandstand Dr,Both Sides,91132.99,2024,2024-07-13,2024-08-25,Not Available,Not Available,0.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,1119.02,1119.02,Planning,Fairgrounds Pkwy - Both Sides ( Southridge Dr To Grandstand Dr ) ,1119.0218871662591
2872,IMP,6,Meadow Trace,Timber Path,Meadow Vail,South Side,85244.24,2024,2024-08-24,2024-09-26,Not Available,Not Available,0.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,785.01,785.01,Planning,Meadow Trace - South Side ( Timber Path To Meadow Vail ) ,785.0061876627607
2919,IMP,1,Dawnview Ln,Buckeye,Neer Ave,Both Sides,94360.52,2024,2024-07-22,2024-08-16,Not Available,Not Available,0.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,1011.15,1011.15,Pending Pre-Con,Dawnview Ln - Both Sides ( Buckeye To Neer Ave ) ,1011.1509832699306
2922,IMP,1,El Monte Blvd,Capitol,Grant Ave,Both Sides,80202.93,2024,2024-02-26,2024-04-30,2024-02-14,Not Available,90.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,984.81,984.81,Construction,El Monte Blvd - Both Sides ( Capitol To Grant Ave ) ,984.8136256746488
2950,IMP,4,Mahota,Horal Dr,Tomar Dr,Both Sides,192328.09,2024,2024-04-29,2024-06-28,Not Available,Not Available,1.0,Sidewalks,Emanuel Saldana,Keith Schoonmaker: 210-303-4800,1771.14,1771.14,Construction,Mahota - Both Sides ( Horal Dr To Tomar Dr ) ,1771.1372178657557
2966,IMP,7,Winnetka,Midvale,Fredericksburg Rd,Both Sides,108708.47,2024,2024-01-16,2024-03-05,2024-01-16,2024-03-05,100.0,Sidewalks,Kevin Guerrero,Keith Schoonmaker: 210-303-4800,1164.9,1164.9,Completed,Winnetka - Both Sides ( Midvale To Fredericksburg Rd ) ,1164.9012532038655
3066,IMP,5,Plainview Dr,Nw 38th St,Nw 36th St,Both Sides,149767.4,2024,2023-12-04,2024-02-06,2023-12-11,2024-01-30,100.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,1604.88,1604.88,Completed,Plainview Dr - Both Sides ( Nw 38th St To Nw 36th St ) ,1604.880893023281
3067,IMP,5,Holy Cross,Plainview Dr,Maria Elena,Both Sides,145491.48,2024,2024-07-01,2024-12-01,Not Available,Not Available,0.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,1559.06,1559.06,Planning,Holy Cross - Both Sides ( Plainview Dr To Maria Elena ) ,1559.0553196498638
3072,IMP,5,Caywood,Cul-de-sac,Nw 39th St,Both Sides,68990.27,2024,2024-01-09,2024-02-03,2024-01-09,2024-03-18,100.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,847.13,847.13,Completed,Caywood - Both Sides ( Cul-de-sac To Nw 39th St ) ,847.1335190941608
3076,IMP,3,Shetland Dr,Copinsay Ave,Cul-de-sac,Both Sides,428526.37,2024,2024-03-04,2024-05-24,2024-03-04,2024-04-24,100.0,Sidewalks,Justin Gawlik,Erick Wildestorm: 210-461-1540,4592.01,4592.01,Construction,Shetland Dr - Both Sides ( Copinsay Ave To Cul-de-sac ) ,4592.005577359494
3078,IMP,3,E Hutchins Place,Walhalla Ave,Chaucer Ave,Both Sides,423530.95,2024,2024-03-06,2024-09-02,2024-03-06,Not Available,70.0,Sidewalks,Amir Bahreini,Erick Wildestorm: 210-461-1540,4538.48,4538.48,Construction,E Hutchins Place - Both Sides ( Walhalla Ave To Chaucer Ave ) ,4538.4815358052065
3081,IMP,3,Curtis St,E Pyron Ave,SE Military Dr,West Side,177066.85,2024,2024-03-11,2024-06-09,2024-03-11,Not Available,99.0,Sidewalks,Amir Bahreini,Erick Wildestorm: 210-461-1540,2174.2,2160.0,Construction,Curtis St - West Side ( E Pyron Ave To SE Military Dr ) ,2174.202900433999
3102,SW Repair,6,Caen,Rue De Lis,New Guilbeau Rd,Both Sides,15532.8,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1237.65,302.0,Unknown,Caen - Both Sides ( Rue De Lis To New Guilbeau Rd ) ,1269.676728650977
3106,SW Repair,7,W Kings Hwy,Lake Blvd,N Elmendorf,Both Sides,232320.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,4033.13,2420.0,Precon,W Kings Hwy - Both Sides ( Lake Blvd To N Elmendorf ) ,4033.131041384719
3107,SW Repair,8,Hunters Moon,Hunters Land,Hunters Raven,Both Sides,11941.38,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1606.16,269.0,Unknown,Hunters Moon - Both Sides ( Hunters Land To Hunters Raven ) ,1606.161206602248
3138,IMP,1,Weizmann,West Ave,Neer Ave,Both Sides,318769.2,2024,2024-01-08,2024-04-24,2024-01-08,2024-03-28,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,2935.53,2935.53,Pending Final,Weizmann - Both Sides ( West Ave To Neer Ave ) ,2918.053184161803
3139,IMP,1,Wayside,Vance Jackson,Saxon,Both Sides,372766.74,2024,2024-05-20,2024-08-30,Not Available,Not Available,0.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,3994.5,3994.5,Planning,Wayside - Both Sides ( Vance Jackson To Saxon ) ,3994.499623497624
3142,IMP,5,Parkside Dr,Fortuna St,Minipark Ln,Both Sides,192621.29,2024,2024-01-16,2024-03-27,2024-01-16,2024-04-07,100.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,1773.84,1773.84,Completed,Parkside Dr - Both Sides ( Fortuna St To Minipark Ln ) ,1770.6304256903222
3156,IMP,7,W Magnolia Ave,Emory,Wilson Blvd,Both Sides,123944.63,2024,2024-07-10,2024-08-09,Not Available,Not Available,0.0,Sidewalks,Emanuel Saldana,Keith Schoonmaker: 210-303-4800,1141.4,1141.4,Planning,W Magnolia Ave - Both Sides ( Emory To Wilson Blvd ) ,1141.404830997548
3210,IMP,4,Flair Dr,Parallel Dr,Springvale Dr,Both Sides,288743.08,2024,2024-05-20,2024-08-30,Not Available,Not Available,0.0,Sidewalks,Emanuel Saldana,Keith Schoonmaker: 210-303-4800,3545.47,3545.47,Precon,Flair Dr - Both Sides ( Parallel Dr To Springvale Dr ) ,3545.466824560818
3215,IMP,6,Weybridge,Brandyridge,Terra Oak,West Side,67661.98,2024,2024-06-17,2024-07-12,Not Available,Not Available,0.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,830.82,830.82,Planning,Weybridge - West Side ( Brandyridge To Terra Oak ) ,830.8180574310127
3271,SW Repair,1,Marshall St,Ih 10 W Access Rd,Jackson,Both Sides,31570.42,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2896.37,760.0,Unknown,Marshall St - Both Sides ( Ih 10 W Access Rd To Jackson ) ,3269.778337423807
3294,SW Repair,3,Cato,Quig,Abram,South Side,48041.33,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,941.7,941.7,Completed,Cato - South Side ( Quig To Abram ) ,941.6962713050834
3345,SW Repair,7,Globe Ave,W Broadview Dr,Maiden Ln,Both Sides,27607.13,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3086.11,569.0,Unknown,Globe Ave - Both Sides ( W Broadview Dr To Maiden Ln ) ,3086.105301154299
3371,SW Repair,1,Mt Capote,Blanco Rd,Mt Ida Dr,Both Sides,11641.2,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3190.64,267.0,Unknown,Mt Capote - Both Sides ( Blanco Rd To Mt Ida Dr ) ,3190.6387174030424
3379,SW Repair,10,Sherwood Way,Stradford Place,Cul-de-sac,Both Sides,29997.72,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3475.46,518.0,Unknown,Sherwood Way - Both Sides ( Stradford Place To Cul-de-sac ) ,3475.4597778314765
3401,IMP,9,W Bitters Rd,Doe Crest,Wild Deer Pass,East Side,145265.92,2024,2024-04-15,2024-06-21,Not Available,Not Available,25.0,Sidewalks,Justin Gawlik,Erick Wildestorm: 210-461-1540,1163.71,1163.71,Planning,W Bitters Rd - East Side ( Doe Crest To Wild Deer Pass ) ,1163.7070943341946
3408,SW Repair,1,Elmwood,Blanco Rd,Beacon Ave,Both Sides,144000.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2050.73,1500.0,Planning,Elmwood - Both Sides ( Blanco Rd To Beacon Ave ) ,2050.7265878179114
3409,SW Repair,1,W Lynwood,Brad,Warner Ave,Both Sides,252288.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3285.42,1972.0,Precon,W Lynwood - Both Sides ( Brad To Warner Ave ) ,3245.230921034779
3410,SW Repair,2,S Polaris,Dilworth St,Preston,Both Sides,95232.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1241.15,992.0,Pending Punchlist,S Polaris - Both Sides ( Dilworth St To Preston ) ,1241.1530587025302
3416,SW Repair,5,Saunders,Sw 18th St,S Hamilton Ave,Both Sides,92102.4,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,959.4,959.4,Complete,Saunders - Both Sides ( Sw 18th St To S Hamilton Ave ) ,980.8484304361104
3418,SW Repair,5,W Cesar Chavez Blvd,S Minter,S Hamilton Ave,Both Sides,216828.48,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2258.63,2258.63,Precon,W Cesar Chavez Blvd - Both Sides ( S Minter To S Hamilton Ave ) ,2287.5990817659094
3419,SW Repair,1,W Laurel St,Nw 19th St,N Hamilton Ave,North Side,102816.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1338.8,1071.0,Pending Construction,W Laurel St - North Side ( Nw 19th St To N Hamilton Ave ) ,1350.2434795753795
3423,SW Repair,6,Westbriar,Westvale,Westmoor,Both Sides,187872.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2446.49,1957.0,Planning,Westbriar - Both Sides ( Westvale To Westmoor ) ,2356.9423424731626
3424,SW Repair,6,Westlawn,Westedge Dr,W Military Dr,South Side,81408.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1413.33,848.0,Planning,Westlawn - South Side ( Westedge Dr To W Military Dr ) ,1437.8521269688483
3425,SW Repair,3,Bailey Ave,S New Braunfels Ave,S Mittman St,Both Sides,309120.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,4025.08,3220.0,Construction,Bailey Ave - Both Sides ( S New Braunfels Ave To S Mittman St ) ,4025.0778124704166
3426,SW Repair,7,Quentin Dr,Wilson Blvd,Kampmann Blvd,Both Sides,60480.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1050.46,630.0,Construction,Quentin Dr - Both Sides ( Wilson Blvd To Kampmann Blvd ) ,1050.4557848290344
3430,SW Repair,1,W Russell Place,San Pedro Ave,Breeden St,North Side,47313.6,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,500.0,492.85,Pending Construction,W Russell Place - North Side ( San Pedro Ave To Breeden St ) ,492.85411237913775
3431,SW Repair,1,W French Place,Breeden St,N Flores St,Both Sides,96134.4,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1001.4,1001.4,Planning,W French Place - Both Sides ( Breeden St To N Flores St ) ,1009.2539064706556
3432,SW Repair,1,Mackey,West Ave,Avalon,North Side,13152.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,300.0,137.0,Planning,Mackey - North Side ( West Ave To Avalon ) ,229.23715801419516
3434,SW Repair,2,Preston,S Polaris,S Gevers St,North Side,52224.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,680.02,544.0,Planning,Preston - North Side ( S Polaris To S Gevers St ) ,680.020829748919
3436,SW Repair,2,Sunrise Cove Dr,Sunrise Bend Dr,Summer Fest Dr,Both Sides,133214.4,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1387.65,1387.65,Planning,Sunrise Cove Dr - Both Sides ( Sunrise Bend Dr To Summer Fest Dr ) ,1387.650672096315
3437,SW Repair,3,Bailey Ave,S Palmetto,St Anthony Ave,Both Sides,122567.04,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1276.74,1276.74,Complete,Bailey Ave - Both Sides ( S Palmetto To St Anthony Ave ) ,1276.7372579168136
3440,SW Repair,5,Hearne,De Soto St,Charlotte St,Both Sides,136146.24,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1418.19,1418.19,Construction,Hearne - Both Sides ( De Soto St To Charlotte St ) ,1418.1915882797148
3442,SW Repair,5,Chihuahua St,S Hamilton Ave,S Picoso,North Side,29435.52,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,306.62,306.62,Precon,Chihuahua St - North Side ( S Hamilton Ave To S Picoso ) ,306.6216425345575
3445,SW Repair,6,Meadow Rose,Meadow Glade,Cul-de-sac,Both Sides,29856.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,517.88,311.0,Planning,Meadow Rose - Both Sides ( Meadow Glade To Cul-de-sac ) ,517.8757389441276
3446,SW Repair,8,Greenbay,Igo,Cul-de-sac,Both Sides,62208.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,810.44,648.0,Construction,Greenbay - Both Sides ( Igo To Cul-de-sac ) ,810.4410264626255
3447,SW Repair,10,San Miguel,El Vedado St,La Loma,Both Sides,139746.24,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1455.69,1455.69,Planning,San Miguel - Both Sides ( El Vedado St To La Loma ) ,1455.6925685087183
3450,SW Repair,2,Castle Path Dr,Castle Prince Dr,Midcrown Dr E,Both Sides,187104.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3249.33,1949.0,Planning,Castle Path Dr - Both Sides ( Castle Prince Dr To Midcrown Dr E ) ,3249.3327437757093
3451,SW Repair,3,Halliday Ave,S Presa St,IH 37 S Access Rd,Both Sides,277103.04,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3526.43,3526.43,Construction,Halliday Ave - Both Sides ( S Presa St To IH 37 S Access Rd ) ,3617.5712088536498
3457,SW Repair,7,W Broadview Dr,Oakwood Dr,Rimrock Dr,West Side,43318.08,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,451.23,451.23,Planning,W Broadview Dr - West Side ( Oakwood Dr To Rimrock Dr ) ,451.2279769925214
3458,SW Repair,8,Shady Walk,George Rd,Wilderness Hill,North Side,87256.32,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,908.92,908.92,Planning,Shady Walk - North Side ( George Rd To Wilderness Hill ) ,912.4255796643416
3460,SW Repair,1,Sprucewood,Mccullough Ave,Mertz Dr,North Side,115296.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1501.61,1201.0,Planning,Sprucewood - North Side ( Mccullough Ave To Mertz Dr ) ,1501.614098383365
3461,SW Repair,9,Foxtail Ln,Blanco Rd,Belair Dr,Both Sides,177600.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3078.5,1850.0,Planning,Foxtail Ln - Both Sides ( Blanco Rd To Belair Dr ) ,3078.4983047200485
3462,SW Repair,2,Viking Coral,Pelican Coral,Lakeview Dr,Both Sides,125856.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2185.1,1311.0,Planning,Viking Coral - Both Sides ( Pelican Coral To Lakeview Dr ) ,2185.1047696722935
3471,SW Repair,3,Haggin St,Piedmont Ave,Lynhurst Ave,South Side,96000.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1207.13,1000.0,Complete,Haggin St - South Side ( Piedmont Ave To Lynhurst Ave ) ,1196.6720822360282
3476,SW Repair,3,W Pyron Ave,Tupper Ave,Pleasanton Rd,South Side,113952.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1977.52,1187.0,Pending Final,W Pyron Ave - South Side ( Tupper Ave To Pleasanton Rd ) ,1977.5203218053664
3487,SW Repair,5,N Brazos St,Perez St,Perez St,West Side,31202.88,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,325.03,325.03,Precon,N Brazos St - West Side ( Perez St To Perez St ) ,325.0282698698667
3490,SW Repair,6,Abshire,Sw 40th St,Sw 39th St,North Side,38304.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,664.42,399.0,Planning,Abshire - North Side ( Sw 40th St To Sw 39th St ) ,664.4174221733402
3494,SW Repair,7,Cincinnati Ave,Stonegate Dr,N General Mcmullen,South Side,114035.52,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1187.87,1187.87,Completed,Cincinnati Ave - South Side ( Stonegate Dr To N General Mcmullen ) ,1187.8737355586993
3496,SW Repair,8,Sugarhill Dr,Tioga,Lands Run,East Side,62592.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1086.65,652.0,Planning,Sugarhill Dr - East Side ( Tioga To Lands Run ) ,1086.652730190448
3501,SW Repair,10,El Santo Way,Rio Doro,Pueblo,South Side,97728.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1272.63,1018.0,Planning,El Santo Way - South Side ( Rio Doro To Pueblo ) ,1272.6267981823255
3503,SW Repair,5,Walton Ave,Charlotte St,Phyllis St,Both Sides,149404.8,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1556.3,1556.3,Construction,Walton Ave - Both Sides ( Charlotte St To Phyllis St ) ,1556.2992047924315
3509,SW Repair,8,Auberry Path,Feather Trl,Sonora Bend,Both Sides,76800.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1248.67,800.0,Planning,Auberry Path - Both Sides ( Feather Trl To Sonora Bend ) ,1248.6696293378527
3511,SW Repair,8,Computer Dr,Bluemel,Ih 10 W Access Rd,South Side,46176.96,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,481.01,481.01,Construction,Computer Dr - South Side ( Bluemel To Ih 10 W Access Rd ) ,481.8527783312812
3518,IMP,6,Bobtail,Harvest Meadow,Sparrows Nest,South Side,66422.46,2024,2024-05-01,2024-05-29,Not Available,Not Available,1.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,815.6,815.6,Construction,Bobtail - South Side ( Harvest Meadow To Sparrows Nest ) ,815.6039966217033
3530,IMP,9,Stone Oak Parkway,Birdsong Way,Oak Centre,Both Sides,148154.15,2024,2024-05-27,2024-07-05,Not Available,Not Available,0.0,Sidewalks,Justin Gawlik,Erick Wildestorm: 210-461-1540,1568.26,1568.26,Planning,Stone Oak Parkway - Both Sides ( Birdsong Way To Oak Centre ) ,1568.2597060184423
3531,SW Repair,10,Cheever Blvd,Tesoro Dr,Nacogdoches Rd,North Side,67584.0,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1172.38,704.0,Completed,Cheever Blvd - North Side ( Tesoro Dr To Nacogdoches Rd ) ,1172.3825576298386
3533,IMP,4,Daytona Dr,Parallel Dr,Springvale Dr,Both Sides,286409.82,2024,2024-04-19,2024-08-28,2024-04-17,Not Available,40.0,Sidewalks,Emanuel Saldana,Keith Schoonmaker: 210-303-4800,3516.82,3516.82,Construction,Daytona Dr - Both Sides ( Parallel Dr To Springvale Dr ) ,3516.819524245028
3535,SW Repair,4,Hackamore Ln,Westrock Dr,Dead End,Both Sides,362704.32,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3778.17,3778.17,Pending Final,Hackamore Ln - Both Sides ( Westrock Dr To Dead End ) ,3778.1741181292
3536,SW Repair,4,Buckboard Ln,Spur Dr,Rawhide Ln,Both Sides,300583.68,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3913.85,3913.85,Punchlists,Buckboard Ln - Both Sides ( Spur Dr To Rawhide Ln ) ,3913.8499764686903
3539,SW Repair,2,Ira,Broadway,Wesley,Both Sides,123176.64,2024,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1283.09,1283.09,Pending Final,Ira - Both Sides ( Broadway To Wesley ) ,1277.821254410852
